# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
9501-6101 128.651454586 24.4676171963 0.0393811 2.73182 1-384726 -0.8530738949775696 0.2860400676727295 46.59162902832031 0 
9501-6104 129.660753282 25.8391787865 0.085745 2.73071 1-385272 0.16779567301273346 -0.11968564987182617 0.6427186727523804 0 
8997-6101 170.634165673 51.5331403261 0.0262798 2.6028 1-149470 0.12803202867507935 0.5832573175430298 0.4379076063632965 0 
8997-12701 172.492084431 52.1831218423 0.0476402 2.60388 1-149686 -0.017334194853901863 0.16191478073596954 1.5898534059524536 0 
8997-6102 170.859803262 51.719017951 0.0801084 2.60708 1-149631 0.08006682246923447 0.21658742427825928 2.4624032974243164 0 
8997-3702 170.539532448 51.1304263545 0.0206949 2.63928 1-149172 -0.7013213634490967 0.18546012043952942 31.74928855895996 0 
8997-1901 171.357399251 52.6228783046 0.0270954 2.5587 1-149624 -0.39940646290779114 -0.3155190348625183 6.455811500549316 0 
8997-6103 169.378360081 51.9663298857 0.0275055 2.53449 1-149384 -0.025620412081480026 0.14307661354541779 2.6449663639068604 0 
8997-3701 170.562276175 50.7423359453 0.0485074 2.55838 1-149170 -0.3706294596195221 -0.5762283205986023 13.955392837524414 0 
8997-12702 171.394123778 52.5462969861 0.0270052 2.63979 1-149621 -0.38581448793411255 -0.01810331456363201 14.3313570022583 0 
8997-1902 170.166473867 50.8272870675 0.0276203 2.63663 1-149193 0.23177284002304077 0.6311180591583252 1.1765320301055908 0 
8997-9102 171.065567027 51.7423071352 0.0325782 2.60269 1-149461 -0.40839141607284546 -0.5937556624412537 10.135767936706543 0 
8997-12705 172.156127006 50.8273829413 0.0322763 2.60924 1-149507 -0.16841036081314087 -0.29630953073501587 4.270476341247559 0 
8997-6104 172.443012084 51.2457080513 0.0337257 2.55699 1-576182 0.25376588106155396 0.5723325610160828 1.6113457679748535 0 
8997-3703 170.723449707 51.3417778015 0.0340648 2.66793 1-149589 0.11251203715801239 -0.014975295402109623 1.7067978382110596 0 
8997-12704 170.162774962 52.6250411869 0.0483296 2.64348 1-149454 0.04604555666446686 0.36506229639053345 1.899114727973938 0 
8997-9101 170.487598202 52.9627851505 0.0335302 2.63897 1-187006 0.35536709427833557 0.046131692826747894 0.1171758621931076 0 
8997-3704 171.779020656 51.1316446862 0.0145049 2.58142 1-149557 -0.38838323950767517 -0.14644375443458557 8.418898582458496 0 
8997-12703 170.483361192 52.8509678278 0.0337039 2.54413 1-149597 -0.2672605812549591 -0.23745352029800415 4.820916175842285 0 
8992-3704 173.487347605 51.2497782985 0.0260956 2.69886 1-149871 0.09852918982505798 0.46720364689826965 0.9260637164115906 0 
8992-3703 173.529250183 51.2208329985 0.0262683 2.73687 1-149879 -0.4931890368461609 -0.3490358889102936 16.144392013549805 0 
8992-9102 172.430513229 51.2376634304 0.0347661 2.60954 1-149541 -0.3052774667739868 -0.46331390738487244 3.2700679302215576 0 
8992-6101 172.104499923 51.0283528932 0.0337028 2.68836 1-149536 -0.235420823097229 -0.01877504773437977 22.615488052368164 0 
8992-3701 172.621931698 50.7652709204 0.0261391 2.6647 1-149496 -0.1494605839252472 0.5336997509002686 1.2694112062454224 0 
8992-6102 172.318390244 50.9533615758 0.0318248 2.6123 1-149512 0.2735326290130615 0.502496600151062 1.8490780591964722 0 
8992-1902 173.721051992 51.0914623597 0.0262475 2.72361 1-149501 -0.31686341762542725 -0.30808547139167786 3.441279411315918 0 
8992-6103 173.037843908 50.7655350127 0.0485555 2.69938 1-149471 -0.06460677832365036 0.3176882565021515 1.3446455001831055 0 
8992-12705 172.218382754 51.0006797463 0.059411 2.59107 1-149517 0.14768445491790771 0.3282003700733185 0.706265926361084 0 
8992-1901 172.192896191 52.248505131 0.0484669 2.68169 1-614907 -0.3401954472064972 0.09743151813745499 0.03203705698251724 0 
8992-12704 172.631255396 51.4559385954 0.025594 2.67474 1-576181 -0.5059533715248108 -0.7560221552848816 19.009265899658203 0 
8992-9101 171.462218476 50.6716162608 0.0239519 2.61584 1-149563 -0.5165917277336121 -0.10493911057710648 27.498048782348633 0 
8992-12701 171.3568219 51.8839320984 0.04912 2.67352 1-149650 -0.3171299695968628 -0.3915864825248718 31.838987350463867 0 
8992-12702 172.317236027 51.5232336738 0.0328624 2.70295 1-149556 -0.23012284934520721 -0.30227771401405334 23.148176193237305 0 
8992-12703 172.798562522 51.6980673726 0.023051 2.66077 1-149887 -0.37858834862709045 -0.36918631196022034 5.65451192855835 0 
9678-6102 11.169333 41.399558 -9999.0 2.86717 52-20 -0.3247205913066864 -0.03596336394548416 4.555154323577881 0 
9678-12701 11.658892 42.200442 -9999.0 2.88532 52-25 -0.4144030511379242 -0.27116382122039795 44.77251052856445 0 
9678-12704 11.517083 41.737661 -9999.0 2.88705 52-22 -0.4156200587749481 -0.2476826012134552 13.283527374267578 0 
9678-12703 11.133271 41.864431 -9999.0 2.86148 52-23 -0.5132195353507996 -0.3935048282146454 43.28110885620117 0 
9678-9102 11.292063 41.523467 -9999.0 2.88159 52-18 -0.5144424438476562 -0.5053938627243042 10.590058326721191 0 
8995-12705 177.844535418 53.4441892852 0.0518427 2.35024 1-150370 0.15252982079982758 0.5565447211265564 1.1813268661499023 0 
8995-3703 175.817816896 55.2777053166 0.0548902 2.27338 1-188530 -0.018054738640785217 0.34732484817504883 2.8448214530944824 0 
8995-3701 175.291039215 54.9778426641 0.0200189 2.32735 1-188756 0.14293846487998962 0.14025220274925232 0.0814814567565918 0 
8995-6101 175.938322499 54.8455126976 0.0592146 2.32046 1-188753 -0.30621102452278137 -0.4606049060821533 18.874378204345703 0 
8995-3702 175.53406029 55.4236012526 0.13492 2.29493 1-188548 -0.3779846131801605 -0.5483425855636597 13.911352157592773 0 
8995-9102 174.18414 54.64984 0.0186037 2.42899 1-187866 -0.9282081723213196 0.3569774031639099 22.950918197631836 0 
8995-1901 176.944015083 55.3900191479 0.0264672 2.31632 1-189197 -0.04307038336992264 0.4026610851287842 0.8537908792495728 0 
8995-9101 176.124268525 55.577771943 0.0559263 2.33482 1-188803 -0.17098958790302277 0.021076535806059837 4.607418060302734 0 
8995-12702 175.948649015 54.7074976278 0.0193022 2.37243 1-188218 -0.9720619320869446 0.17987030744552612 29.196857452392578 0 
8995-6104 176.508019645 55.4196192057 0.0526379 2.35716 1-188844 -0.05658896267414093 0.03018808923661709 0.8008518218994141 0 
8995-12703 177.806135779 55.1164329396 0.0793586 2.41294 1-188888 0.26921430230140686 0.18800964951515198 0.6160471439361572 0 
8932-12703 194.557532291 28.1825781033 0.0239513 2.53519 1-456583 0.28525280952453613 -0.018289782106876373 0.4450514018535614 0 
8932-1902 194.872523039 27.850127122 0.0226445 2.54466 1-456924 -0.02035672590136528 -0.19354407489299774 0.36594974994659424 0 
8932-6104 195.53610476 28.387091532 0.0252668 2.55586 1-404171 -0.3654175102710724 -0.32799166440963745 5.187666893005371 0 
8932-3701 194.65534007 27.1765554975 0.0255681 2.45947 1-456306 -0.5142912864685059 -0.35921475291252136 48.65983581542969 0 
8932-1901 194.176557636 27.5482501672 0.0253184 2.69521 1-456540 -0.4094048738479614 -0.5192230939865112 4.489972114562988 0 
8932-9102 196.651709133 27.8729460666 0.0209379 2.5619 1-457236 -0.4598904252052307 -0.3665863275527954 42.31510925292969 0 
8932-12701 194.119122354 27.2912463845 0.025071 2.39513 1-456376 -0.49051469564437866 -0.6565865874290466 21.476619720458984 0 
8932-12704 196.472871111 28.1124344082 0.0246111 2.44783 1-457200 -0.42482006549835205 -0.6188235282897949 29.75980567932129 0 
9485-6104 121.273000921 37.6255983907 0.0328443 2.45829 1-121973 -0.07141188532114029 0.3642088770866394 3.58308744430542 0 
9485-3701 119.532034412 36.8312692846 0.0392324 2.52988 1-121789 -0.32958292961120605 -0.5710699558258057 25.31440544128418 0 
9485-3704 122.247464028 36.6875143484 0.0304231 2.50012 1-605037 0.20616880059242249 0.45193758606910706 0.6226577758789062 0 
9485-1901 120.778031862 37.0235574368 0.0712221 2.44548 1-122002 -0.39240115880966187 -0.6048688888549805 43.73044204711914 0 
9485-12703 122.043473817 37.7629023594 0.0218013 2.55867 1-121936 -0.38722386956214905 -0.4439655840396881 7.009442329406738 0 
9485-3702 120.075659949 37.6092531873 0.0415041 2.5624 1-121837 -0.3803952634334564 -0.3253091871738434 8.1585111618042 0 
9485-12701 119.657109462 37.4830883777 0.040093 2.56708 1-71869 0.05466480180621147 0.4293036162853241 1.2029772996902466 0 
9485-6101 120.447609463 36.2260578482 0.0719923 2.52154 1-121851 0.07766961306333542 0.4765848219394684 1.395452857017517 0 
9485-3703 120.76670425 36.2644893046 0.0441646 2.52369 1-121871 -0.35368677973747253 -0.370578408241272 10.507539749145508 0 
9485-12702 121.146375974 35.9977434187 0.0187191 2.56462 1-121612 -0.9620320200920105 0.18563373386859894 23.929304122924805 0 
9485-9102 121.080504667 37.7094315834 0.0188169 2.59782 1-121994 -0.8609359264373779 -0.02284165471792221 12.37849235534668 0 
9485-12704 119.882598143 37.8811718493 0.0422109 2.48403 1-122054 0.012546047568321228 0.5507755875587463 1.1876778602600098 0 
9673-9101 56.692567 68.171253 -9999.0 2.63063 51-11 -0.4243203103542328 -0.609526515007019 99.88082122802734 0 
9673-12705 56.643017 68.015122 -9999.0 2.64358 51-17 -0.4685562252998352 -0.8522661924362183 401.10968017578125 0 
9673-12702 56.537421 68.152208 -9999.0 2.64113 51-14 -0.42515361309051514 -0.388934850692749 585.1178588867188 0 
9673-12701 56.862717 68.123581 -9999.0 2.64051 51-13 -0.42809367179870605 -0.5259236097335815 407.561279296875 0 
9194-12701 46.5605185087 -0.344391889546 0.0286789 2.53485 1-37400 -0.4132237732410431 -0.23198625445365906 39.27375411987305 0 
9194-6103 47.1429889739 0.55093690996 0.0307772 2.65767 1-37633 0.10911986231803894 0.2945231795310974 3.414107322692871 0 
9194-3704 47.3207531152 -0.906653484303 0.0392907 2.64681 1-37754 0.12667913734912872 0.48691216111183167 0.8319414258003235 0 
9194-3702 47.0294515613 0.456208364797 0.0741421 2.69068 1-37862 -0.14626340568065643 -0.2238820344209671 7.1197428703308105 0 
9194-9101 46.4972859801 -0.166472479946 0.107053 2.68402 1-37818 0.21065543591976166 0.4419405460357666 1.7373244762420654 0 
9194-6101 46.7170694138 -0.896544995426 0.0840432 2.67621 1-37336 -0.37318530678749084 -0.2253747433423996 14.314251899719238 0 
9194-12702 46.37337 -0.38194 0.0247715 2.53117 1-289729 -0.775805652141571 0.0923285111784935 57.36717987060547 0 
9194-12703 47.1942785726 -0.733117363745 0.0372598 2.70811 1-603974 0.07469752430915833 0.21968241035938263 0.9313684701919556 0 
9194-12704 46.0210568698 -0.0860267487325 0.0387381 2.72578 1-37427 -0.5537012815475464 -0.29747387766838074 23.301530838012695 0 
9194-12705 46.7745390667 -1.13440267087 0.042284 2.52469 1-37796 -0.514946460723877 0.2187189906835556 13.423638343811035 0 
9194-6104 47.2479059369 -0.793340169809 0.0382234 2.70029 1-37751 -0.47797852754592896 -0.2839590907096863 17.506385803222656 0 
9194-6102 46.0024519126 -0.760340598224 0.0448984 2.66203 1-547747 -0.14872293174266815 0.28360798954963684 2.434593677520752 0 
9674-12703 56.702338 68.104692 -9999.0 2.73733 51-32 -0.07313243299722672 0.15469828248023987 2.8821122646331787 0 
9674-12704 56.585283 68.127642 -9999.0 2.73959 51-33 -0.439043790102005 -0.3536660373210907 32.90501022338867 0 
9674-12701 56.833408 68.114731 -9999.0 2.72722 51-30 -0.46287962794303894 -0.43644028902053833 25.485193252563477 0 
9674-12702 56.738133 68.145836 -9999.0 2.7608 51-31 -0.5220643877983093 -1.0509300231933594 43.828067779541016 0 
9674-9102 56.772558 68.052639 -9999.0 2.73694 51-29 -0.46951165795326233 -0.992432177066803 43.14390563964844 0 
9674-9101 56.578992 68.088103 -9999.0 2.77162 51-28 -0.5687503814697266 -0.6454970240592957 43.00988006591797 0 
9491-3702 118.904235852 19.1550346256 0.0411611 2.60979 1-382860 -0.5039783120155334 -0.15511396527290344 36.97102355957031 0 
9491-3701 119.106581421 17.9740538756 0.0415295 2.56898 1-382711 -0.4835500419139862 -0.22205474972724915 22.279882431030273 0 
9491-1902 120.042240125 19.2343332001 0.0782064 2.54714 1-382793 -0.38910067081451416 -0.42943695187568665 8.260333061218262 0 
9491-12701 119.944238587 18.4017932251 0.0412845 2.54947 1-382817 0.210359126329422 0.48178786039352417 1.3876376152038574 0 
9491-12702 119.913707941 18.5185099008 0.0389364 2.52449 1-382816 -0.43064820766448975 -0.3506547510623932 11.864649772644043 0 
9491-3703 120.404052856 18.8851684429 0.0391491 2.53753 1-383214 -0.1648484468460083 -0.2094859629869461 5.151440143585205 0 
9491-6102 119.930431029 18.4677328788 0.0378434 2.55753 1-382818 -0.05545476824045181 0.3531724214553833 2.8537678718566895 0 
9491-9101 119.076876372 18.5059504563 0.0420675 2.56915 1-382505 -0.5218825340270996 -0.3669157028198242 24.805917739868164 0 
9491-3704 120.565821815 18.4022945386 0.039008 2.54693 1-383107 0.09231105446815491 0.3754206895828247 0.4999518394470215 0 
9491-9102 120.679260621 18.6319336183 0.0387572 2.60163 1-382736 -0.66949462890625 -0.040347546339035034 23.18007469177246 0 
9491-6103 119.328811397 18.7906755411 0.0391873 2.54881 1-382848 -0.8056585788726807 0.14920279383659363 27.211795806884766 0 
9491-6101 119.174377409 17.9911684239 0.0412448 2.57132 1-382712 -0.3538045585155487 -0.36581629514694214 37.16960906982422 0 
9491-12704 119.535738941 19.5501458348 0.061592 2.59477 1-382809 -0.46334308385849 -0.7225905656814575 31.281982421875 0 
9491-12703 118.859666758 18.9755450907 0.0432767 2.54921 1-382465 -0.45567041635513306 -0.13183647394180298 12.026028633117676 0 
9492-3702 116.76927177 18.590630627 0.0508771 2.35406 1-297924 0.14621329307556152 0.6719485521316528 0.7081714272499084 0 
9492-12701 117.216794454 17.3562665374 0.0395512 2.4366 1-382648 -0.45309728384017944 -0.648137092590332 13.2259521484375 0 
9492-12704 118.169874556 18.3745632551 0.0445901 2.43601 1-382459 0.05577820912003517 0.2329934984445572 0.9248537421226501 0 
9492-3703 117.074570933 18.9592212143 0.0509815 2.38675 1-297910 0.08661893010139465 0.4119546711444855 0.683724582195282 0 
9492-9102 118.213683676 17.5600189237 0.0158754 2.36261 1-382306 -0.4660220742225647 -0.2639923691749573 20.994098663330078 0 
9492-12703 117.83073714 19.59454415 0.0467243 2.39617 1-298089 -0.38600674271583557 -0.387037992477417 13.996371269226074 0 
9492-6102 117.066194229 17.6021625282 0.0525535 2.37865 1-382349 -0.35700851678848267 -0.5559741854667664 7.722527980804443 0 
9492-12702 117.42263 18.8618 0.11571 2.41568 1-297860 -0.1808764636516571 0.09917069226503372 1.8100088834762573 0 
9492-12705 117.59546 17.64534 0.06348 2.34676 1-382322 -0.07775912433862686 0.12276831269264221 2.7404375076293945 0 
9492-6103 116.551788207 18.7103693162 0.0509214 2.3984 1-297950 -0.37516921758651733 -0.5624449253082275 12.50685977935791 0 
9492-6101 117.300550626 17.5661640893 0.0287502 2.40774 1-382326 -0.02068653702735901 0.46025049686431885 1.1044785976409912 0 
9675-12703 56.702338 68.096625 -9999.0 2.55189 51-49 -0.3632296621799469 -0.9165502190589905 65.96414184570312 0 
9675-12704 56.673158 68.060717 -9999.0 2.55513 51-50 -0.17092688381671906 0.15415319800376892 6.821787357330322 0 
9675-12702 56.666525 68.159147 -9999.0 2.56032 51-48 -0.4783335328102112 -0.651488184928894 52.24901580810547 0 
9675-12701 56.765213 68.132114 -9999.0 2.51309 51-47 -0.38082391023635864 -0.8066044449806213 263.89794921875 0 
9675-9101 56.501667 68.146519 -9999.0 2.56047 51-45 -0.4278693199157715 -0.4504185616970062 108.65962982177734 0 
9192-3703 46.070671944 0.51988598971 0.0435179 2.45984 1-109275 -0.4158615171909332 -0.5174325108528137 17.63460350036621 0 
9192-12703 46.3265984682 0.215557236472 0.028937 2.39569 1-37603 -0.26900362968444824 -0.31779590249061584 3.195932149887085 0 
9192-12701 46.2926761258 -0.314889879806 0.0280993 2.45314 1-289694 -0.01263261679559946 0.19410458207130432 1.4955508708953857 0 
9192-9102 46.2377690557 0.216811764231 0.0289639 2.40988 1-37606 0.14898312091827393 0.5954406261444092 1.1406126022338867 0 
9192-3704 46.4181558739 -0.401919920453 0.024759 2.32781 1-37396 -0.7148441076278687 0.09523388743400574 31.41973114013672 0 
9192-1901 46.2130835844 -0.0513535322846 0.0315504 2.40965 1-37421 -0.2404802143573761 -0.3273416757583618 7.15101957321167 0 
9192-9101 46.1445834612 -0.0866696780836 0.0230993 2.41883 1-37409 -0.7392230033874512 0.004431409761309624 10.3431396484375 0 
9192-1902 46.3410404009 -0.382339878308 0.0249731 2.41122 1-109206 -0.4057389795780182 -0.21982258558273315 48.22416687011719 0 
9192-12702 45.2148475708 0.807398968541 0.0435162 2.37036 1-109223 0.1472865790128708 0.3349527418613434 0.7951969504356384 0 
9192-6101 46.3470225234 -0.24210798119 0.0287962 2.37421 1-37415 -0.4869157075881958 -0.5031836628913879 37.45073699951172 0 
9192-12704 46.2857428469 0.343443042976 0.0435936 2.40157 1-37601 -0.4843348264694214 -0.659854531288147 19.0213565826416 0 
9192-6104 46.1646010221 -0.841305655295 0.0275307 2.39081 1-37407 -0.49550220370292664 -0.5591683387756348 22.55308723449707 0 
9192-6102 46.152372187 -0.0374198775376 0.0230483 2.40125 1-37418 -0.19835196435451508 -0.15653830766677856 3.8472092151641846 0 
9184-6101 119.907231966 30.5164364365 0.0712001 2.55041 1-201822 -0.311451256275177 -0.39253759384155273 9.469400405883789 0 
9184-3703 119.365308277 33.2579353993 0.0173443 2.48722 1-153247 -0.49988430738449097 -0.03923627361655235 5.753496170043945 0 
9184-1902 119.26794553 33.0890110814 0.0163111 2.48807 1-153248 -0.033094484359025955 0.06365114450454712 0.32756471633911133 0 
9184-6104 120.615239824 30.8838276438 0.0461593 2.52343 1-201816 -0.3338775932788849 -0.4309534728527069 9.569092750549316 0 
9184-9102 119.858847863 32.9690705321 0.0180704 2.45528 1-153207 -0.570662260055542 -0.2953491508960724 42.24878692626953 0 
9184-6102 120.869930553 31.4830589776 0.0735539 2.48321 1-201973 0.04439378157258034 0.21020928025245667 1.4393621683120728 0 
9184-1901 119.391336001 33.1214510849 0.0169432 2.50355 1-153224 -0.5930498838424683 0.0417715422809124 11.985679626464844 0 
9184-12701 119.799041719 31.8078742908 0.0591909 2.47882 1-201913 0.11090679466724396 0.4587669372558594 1.1082031726837158 0 
9184-3701 119.222008851 32.3455937769 0.0434858 2.50598 1-153077 0.019594959914684296 0.31996870040893555 1.568381667137146 0 
9184-3704 119.994793689 31.893324138 0.044604 2.49424 1-201922 -0.304685115814209 -0.590065598487854 42.62472152709961 0 
9184-6103 119.809720752 31.7334129507 0.0592941 2.51986 1-201915 -0.1617821604013443 -0.06331170350313187 4.982995510101318 0 
9184-9101 120.326708256 31.435694019 0.0747111 2.50048 1-201938 0.34474802017211914 0.4313110113143921 0.28740257024765015 0 
9184-12704 119.738336353 32.6122499726 0.0282786 2.51248 1-153103 0.1668458878993988 0.7726325988769531 0.496360182762146 0 
9184-12705 119.500220145 30.7955819139 0.0765908 2.54852 1-201875 -0.27113956212997437 -0.10051296651363373 3.1351640224456787 0 
9184-12702 119.323870662 31.4701909633 0.0175736 2.47092 1-201916 -0.9231617450714111 0.1710352599620819 23.645986557006836 0 
9184-12703 118.584900499 32.774615736 0.0177415 2.52354 1-153018 -0.8536770343780518 0.19729430973529816 36.204254150390625 0 
9486-12701 121.678266567 39.0902156651 0.041528 2.49284 1-122088 -0.41220423579216003 -0.598163902759552 7.5297441482543945 0 
9486-1901 122.126792949 39.8931116326 0.0208727 2.47152 1-122333 -0.45225194096565247 -0.15577897429466248 3.396705150604248 0 
9486-3701 122.002816483 39.162972817 0.0127497 2.48738 1-548633 -0.698499321937561 0.05011893808841705 49.45844268798828 0 
9486-3704 122.052016901 39.6603945468 0.0129214 2.36295 1-72128 -0.04427163302898407 0.1817316859960556 1.2474480867385864 0 
9486-3702 121.955330984 40.0998543015 0.0211658 2.51185 1-72169 -0.5598291158676147 -0.26329275965690613 35.08685302734375 0 
9486-6102 122.380643684 39.801879834 0.063881 2.49788 1-122361 0.052187416702508926 0.503419041633606 1.8044217824935913 0 
9486-12705 123.30134025 40.4195406192 0.0260331 2.43587 1-122412 -0.17221017181873322 0.24265724420547485 2.8920469284057617 0 
9486-3703 121.807870048 40.2496203549 0.0424087 2.48271 1-72193 -0.40980708599090576 -0.5210303664207458 30.68001365661621 0 
9486-12704 122.480583308 40.4676631894 0.0207519 2.40749 1-72393 -0.5706140995025635 -0.10945416241884232 16.36005973815918 0 
9486-12703 123.087441795 40.6074306527 0.0369295 2.59413 1-122364 -0.7256196737289429 0.13256561756134033 19.9658145904541 0 
9486-9101 120.79920551 39.8857713679 0.0409993 2.48714 1-548636 0.038999851793050766 0.40878650546073914 2.744886875152588 0 
9486-12702 121.129595233 40.2060448107 0.0402569 2.41463 1-72207 -0.2519967257976532 -0.6283414959907532 23.510129928588867 0 
9486-9102 122.208067159 41.0106134314 0.0393249 2.43335 1-72382 -0.48141783475875854 -0.1027863547205925 35.27007293701172 0 
9497-9101 116.57006 20.75229 0.0168655 2.46784 1-229538 -0.8137485980987549 0.28436821699142456 79.46031951904297 0 
9497-12702 118.226710583 20.6628789275 0.0414104 2.31552 1-298206 -0.486621618270874 -0.11563146114349365 8.342608451843262 0 
9497-3701 117.803698308 19.5784472556 0.0462712 2.39068 1-298090 -0.45229727029800415 -0.5221865177154541 25.65048599243164 0 
9497-3702 117.206602146 21.7326115252 0.0238767 2.43544 1-217537 -0.4440881013870239 -0.43919578194618225 22.796783447265625 0 
9497-3703 117.995883207 21.7087816223 0.0499033 2.38814 1-229673 -0.31833624839782715 -0.3951144516468048 25.336355209350586 0 
9497-9102 117.290420747 20.1376554735 0.0729638 2.25334 1-229470 -0.05869510397315025 0.24437923729419708 3.2614235877990723 0 
9497-12703 118.64175884 20.0618811624 0.0412464 2.38541 1-556805 0.16008560359477997 0.09800699353218079 0.5920606851577759 0 
9497-12704 118.373688506 21.2645386192 0.0151602 2.33398 1-229665 -0.5730579495429993 -0.17891308665275574 28.191129684448242 0 
9497-1901 117.375206751 21.7527896599 0.0237293 2.39661 1-217527 -0.7154827117919922 0.14128948748111725 39.96348190307617 0 
9497-12701 117.667900971 21.2322212035 0.0632388 2.40814 1-229567 -0.36415696144104004 -0.464774489402771 8.756507873535156 0 
9497-12705 118.074345115 19.5950803976 0.117007 2.32116 1-298111 -0.12948790192604065 0.8227943778038025 47.990631103515625 0 
9487-6103 121.571389266 45.778643568 0.0192245 2.38824 1-45089 -0.8579872846603394 0.31083083152770996 55.12910842895508 0 
9487-6104 124.120619234 45.6377455069 0.0226222 2.36111 1-45593 -0.4646986722946167 -0.36979371309280396 20.433523178100586 0 
9487-9102 123.820325773 46.0752533433 0.0409732 2.39922 1-574504 -0.182271346449852 0.025789737701416016 54.99050521850586 0 
9487-3703 124.813750999 45.2987564264 0.0433174 2.42933 1-45539 -0.47999656200408936 -0.20295654237270355 68.2992935180664 0 
9487-12701 122.522873301 46.1930252145 0.0316031 2.44953 1-44618 -0.33654457330703735 -0.45119765400886536 9.328027725219727 0 
9487-6102 122.06549898 45.2849968794 0.0397898 2.46196 1-45131 -0.6160292029380798 0.2884112298488617 15.083223342895508 0 
9487-6101 122.223653011 44.9384203599 0.0405157 2.32465 1-45020 -0.44877132773399353 -0.5457220077514648 23.977985382080078 0 
9487-12704 123.686398283 46.4149752823 0.0493048 2.38514 1-45581 -0.36488813161849976 -0.3519686758518219 54.73768615722656 0 
9487-12705 123.721780239 45.7920218848 0.0402399 2.40046 1-45606 0.19567200541496277 -0.2241174280643463 0.07495931535959244 0 
9487-12703 125.088545586 45.5343625258 0.0541325 2.40273 1-45529 -0.41087397933006287 -0.5983834862709045 28.105297088623047 0 
9487-9101 123.571196537 46.0103315294 0.0498747 2.46261 1-45179 0.14004750549793243 0.5461384057998657 0.7270383834838867 0 
9487-12702 122.791070381 45.6635696229 0.0229193 2.38968 1-45151 -0.6242438554763794 0.018471891060471535 14.568482398986816 0 
9487-3704 123.662048361 44.3946431156 0.0235989 2.45233 1-44974 -0.6082192659378052 -0.17478960752487183 44.30768585205078 0 
9505-9102 140.108891955 27.4981944096 0.0268213 2.51792 1-387014 -0.718823254108429 0.06358657777309418 27.37665557861328 0 
9505-3701 139.139354786 26.799500781 0.0242317 2.42778 1-413676 0.0014545789454132318 0.3840441107749939 1.0560564994812012 0 
9505-12704 139.078120222 28.8890738652 0.0219701 2.42309 1-387161 -0.5361204147338867 -0.4420451819896698 23.101476669311523 0 
9505-9101 138.58276 29.54567 0.0223189 2.52355 1-605709 -0.35376405715942383 -0.4208512306213379 4.2833051681518555 0 
9505-12701 138.844792279 27.2866441561 0.045792 2.45249 1-387106 -0.05220386013388634 0.11286458373069763 1.655349612236023 0 
9505-6102 139.177873123 28.0542327591 0.028179 2.45003 1-387081 -0.4360632300376892 -0.34725767374038696 25.155675888061523 0 
9505-12703 140.040319545 27.2888540219 0.0450871 2.43094 1-387016 -0.1393367201089859 -0.12904545664787292 5.322158336639404 0 
9505-3703 139.713340536 27.6123593932 0.0260723 2.50881 1-387066 -0.4772384762763977 -0.5842677354812622 8.954002380371094 0 
9505-12702 138.264982826 28.6355067914 0.0224925 2.41752 1-386735 -0.47941863536834717 -0.22299808263778687 6.588644027709961 0 
9505-12705 139.235964535 26.8437800717 0.04488 2.4882 1-387086 -0.4794763922691345 -0.449796587228775 10.293424606323242 0 
9505-6103 138.101689671 29.0034030132 0.10311 2.43069 1-567284 0.2804585099220276 0.49744194746017456 1.2671797275543213 0 
9505-3702 138.321183559 29.1168384521 0.0220589 2.39329 1-387140 -0.7041254639625549 0.057296272367239 22.747074127197266 0 
9505-6104 138.796524431 29.2521950094 0.0207983 2.3365 1-387155 -0.6419103741645813 -0.08747094869613647 53.207069396972656 0 
9505-1901 139.171289037 29.3394923014 0.0362161 2.40871 1-386727 0.15386509895324707 0.43145233392715454 0.672637403011322 0 
8989-12705 177.647168816 50.5793467796 0.0226327 2.38463 1-175185 -0.2151232212781906 0.026772094890475273 1.3983304500579834 0 
8989-3702 176.811422658 50.5016676379 0.0188636 2.48863 1-174982 -0.7115619778633118 -0.19486196339130402 7.583466053009033 0 
8989-6101 177.739802604 50.6195749965 0.0240278 2.47808 1-175187 -0.46383607387542725 -0.5107524991035461 17.96563720703125 0 
8989-9101 176.35873382 49.8790405576 0.0333221 2.37846 1-174947 0.028623441234230995 0.7013367414474487 0.9360537528991699 0 
8989-12701 176.326906753 49.649766383 0.1138 2.46677 1-174952 -0.27492427825927734 0.04492836073040962 6.8418049812316895 0 
8989-12702 176.86896249 50.4313716476 0.0264065 2.55367 1-175169 -0.4679325819015503 -0.3900752067565918 12.28790283203125 0 
8989-9102 177.524356507 50.4674415773 0.0235284 2.50623 1-175184 -0.31396493315696716 -0.5432372093200684 17.114912033081055 0 
8989-6102 175.556856086 50.6815002144 0.0229643 2.53365 1-174904 -1.0648622512817383 0.4185725450515747 38.772560119628906 0 
8989-3701 176.954356758 50.4053502186 0.0572063 2.50023 1-174979 -0.05186646059155464 0.399111807346344 1.144119381904602 0 
8989-3704 176.59252554 49.8893009866 0.0263146 2.42004 1-174966 -0.6555176377296448 0.009726619347929955 20.15378761291504 0 
8989-1902 176.787116029 50.9997116142 0.0530696 2.3992 1-150254 -0.16810832917690277 -0.5383533239364624 14.816732406616211 0 
8989-6104 178.462462226 51.0311970644 0.0785024 2.51348 1-175200 -0.363993763923645 -0.46975764632225037 5.578175067901611 0 
