# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
8989-1901 176.08426433 51.0193303344 0.0239009 2.54796 1-149758 -0.465603768825531 -0.6085454225540161 33.052406311035156 0 
8991-9101 176.83434 52.48843 0.04755 2.50493 1-150337 -0.5318133234977722 -0.24488027393817902 41.73810577392578 0 
8991-3704 175.822327233 52.7607282198 0.0184375 2.37933 1-149989 -0.6456196308135986 0.09747884422540665 6.493147373199463 0 
8991-12705 176.940672412 51.0841798067 0.0563021 2.42205 1-150245 -0.40717482566833496 -0.5965564250946045 14.34066104888916 0 
8991-3701 174.22898196 52.074745143 0.0581833 2.38726 1-149720 -0.13562452793121338 0.1903156191110611 1.3388432264328003 0 
8991-6101 178.048750543 51.989659304 0.0233537 2.37694 1-150173 -0.38545775413513184 -0.4544048309326172 14.451756477355957 0 
8991-3703 176.022990288 52.8580410347 0.0190857 2.43443 1-150302 -0.6714780330657959 -0.015005607157945633 18.250593185424805 0 
8991-12704 177.652146693 52.9284849415 0.0499326 2.42843 1-150387 -0.35221216082572937 -0.04193969815969467 20.992334365844727 0 
8991-6103 176.129687468 53.6827216477 0.0272949 2.43748 1-188177 -0.08146826922893524 0.5259724259376526 1.3975975513458252 0 
8991-12703 178.337530833 52.3453063957 0.0485936 2.38171 1-150394 -0.4888891875743866 -0.707755446434021 16.80280303955078 0 
8991-6104 178.025946425 53.3112227907 0.0553159 2.45012 1-576162 -0.4272119998931885 -0.6243405342102051 35.26454544067383 0 
8991-9102 178.377423705 52.6894508496 0.071639 2.32593 1-150397 0.24952659010887146 0.7991997003555298 0.9204399585723877 0 
8991-12701 175.402722248 51.8627179839 0.039149 2.37818 1-150286 -0.45831432938575745 -0.33123594522476196 7.158820152282715 0 
8443-6102 207.061565491 24.7777196101 0.0274142 2.47081 1-422969 0.08720455318689346 0.7105354070663452 0.6326349377632141 0 
8443-6104 208.388300224 24.8752389123 0.0303522 2.39431 1-627945 0.2540685832500458 0.6788567304611206 0.7877976298332214 0 
8443-9102 207.142413876 24.8915949163 0.0297159 2.47404 1-422974 -0.40538960695266724 -0.10015369206666946 8.525108337402344 0 
8443-1901 207.769207404 25.0830829578 0.0294147 2.40596 1-422898 -0.007847368717193604 0.4619349539279938 0.5245116949081421 0 
8443-12703 208.260195394 24.5601927813 0.0569421 2.42199 1-422823 -0.017265362665057182 0.32233181595802307 1.3117680549621582 0 
8443-3701 207.074291887 25.1238885413 0.0297475 2.48626 1-422976 0.22550761699676514 0.8800725936889648 0.8584050536155701 0 
8443-3704 207.583860798 24.9359394591 0.0303094 2.43551 1-422911 -0.5130293369293213 -0.3397076725959778 35.378604888916016 0 
8443-12702 206.972769752 25.5670000174 0.0510219 2.49212 1-568615 -0.3977804481983185 -0.5755805373191833 8.135704040527344 0 
8443-1902 208.522520945 24.9666273788 0.0299476 2.40586 1-424438 0.18565282225608826 0.764374852180481 0.7302796244621277 0 
8443-3702 207.067074342 25.7334869762 0.0369994 2.51683 1-423101 -0.2297215461730957 -0.24854537844657898 4.065691947937012 0 
8443-12701 207.326358419 24.0968478145 0.0210012 2.49013 1-592100 -1.0598095655441284 0.47505277395248413 235.4852294921875 0 
8443-9101 206.016983541 25.6635132875 0.048591 2.33987 1-592031 -0.28654083609580994 -0.21587194502353668 7.8379998207092285 0 
8443-6101 207.628850166 24.9766234294 0.0296739 2.46489 1-592128 0.04457276314496994 0.5383482575416565 1.421945571899414 0 
8443-12705 208.592091639 25.1530840333 0.029068 2.51237 1-424415 -0.23384982347488403 -0.13681775331497192 2.301661968231201 0 
8443-12704 207.468927556 25.190877982 0.0290939 2.48878 1-422933 0.20913010835647583 0.12495176494121552 0.5759691596031189 0 
8443-6103 206.769038498 24.9964830166 0.029141 2.41894 1-627397 -0.317394882440567 -0.41049087047576904 8.35837459564209 0 
8935-12703 194.575985397 29.1287943302 0.0263268 2.59844 1-623447 -0.33111560344696045 -0.2928081750869751 7.996674537658691 0 
8935-3703 194.562780614 28.5217767152 0.0230387 2.63346 1-404265 -0.6598408222198486 -0.12525995075702667 22.201784133911133 0 
8935-1901 195.942816887 27.9869307718 0.0206109 2.5912 1-457177 0.07953394949436188 -0.12453451752662659 0.2814435064792633 0 
8935-1902 196.453571937 28.10652776 0.0244084 2.58564 1-457206 0.24629683792591095 0.1676635891199112 0.18143101036548615 0 
8935-6104 195.532908091 27.6483139087 0.023012 2.59384 1-457196 -0.401138573884964 -0.6787113547325134 43.94121551513672 0 
8984-12704 203.937687741 27.8676047844 0.0270222 2.40928 1-395533 -0.24828077852725983 -0.5789288878440857 43.32868194580078 0 
8984-12701 201.733433101 28.5609112714 0.0235308 2.4229 1-395643 -0.6229833364486694 -0.14807602763175964 17.005693435668945 0 
8984-12705 204.353484976 27.4192185178 0.0365577 2.38437 1-458137 0.061778340488672256 0.28756535053253174 2.1936655044555664 0 
8984-9101 201.971931237 28.5081687796 0.0369943 2.35525 1-395622 -0.20840725302696228 0.12516261637210846 0.13566435873508453 0 
8984-6101 202.322083229 26.7884519482 0.0241651 2.44968 1-458033 -0.5248488187789917 -0.20619706809520721 26.869932174682617 0 
8984-12703 203.93243 27.40942 0.0289429 2.47295 1-626689 -0.395634263753891 -0.4936259090900421 8.445610046386719 0 
8984-6103 202.48076901 28.5195551457 0.044136 2.32243 1-395601 -0.40172818303108215 -0.5685814023017883 12.659906387329102 0 
8984-3704 203.550636109 27.0031738715 0.0355294 2.48246 1-458127 0.038151852786540985 0.21051596105098724 2.0785107612609863 0 
8984-12702 203.595697436 27.4613412409 0.0391295 2.5218 1-458124 -0.6650789380073547 0.010927561670541763 18.620662689208984 0 
8983-12705 203.910044306 25.8752373782 0.0256173 2.50397 1-626684 -0.42005160450935364 -0.5237181186676025 8.364392280578613 0 
8983-6102 205.182894265 25.9083558727 0.0312555 2.58114 1-458270 -0.4191938638687134 -0.6698412299156189 15.739893913269043 0 
8983-6103 204.62363137 26.0775874748 0.0293705 2.54646 1-457869 -0.4629347324371338 -0.34156692028045654 24.105199813842773 0 
8983-3703 205.438406961 27.0047377781 0.0289385 2.5639 1-458396 -0.06660249084234238 0.1757233887910843 3.0912282466888428 0 
8983-6101 203.841741304 25.44913917 0.0403962 2.51688 1-457875 -0.5767551064491272 -0.182138130068779 27.367340087890625 0 
8983-1901 203.7958273 25.94697011 0.0259359 2.53109 1-457905 0.0006208192789927125 0.15411628782749176 1.0330126285552979 0 
8983-6104 206.838330135 25.8419183794 0.0508315 2.58773 1-423049 -0.17363277077674866 -0.06369444727897644 2.3826401233673096 0 
8983-12702 203.809658755 25.5823074729 0.0352982 2.60052 1-457871 -0.4925743043422699 -0.33535265922546387 10.927604675292969 0 
8983-3701 204.635804181 26.1347285111 0.0639157 2.58767 1-626822 0.023957926779985428 0.27129441499710083 0.10111769288778305 0 
8983-3704 206.007949798 25.9411986626 0.0620879 2.52076 1-423024 -0.22807340323925018 0.2508881390094757 21.407407760620117 0 
8983-9101 205.129395034 26.3073566696 0.0625643 2.53923 1-568624 -0.22611604630947113 -0.29877907037734985 7.327264785766602 0 
8311-3703 205.012172737 23.1429736187 0.0316772 2.68889 1-626924 -0.36856481432914734 -0.47753310203552246 8.220126152038574 0 
8311-3704 204.011832456 22.6337302011 0.0324841 2.64708 1-519429 0.07326359301805496 0.3890570402145386 1.294947624206543 0 
8311-6103 202.90050397 23.3140787608 0.0432941 2.62607 1-522789 0.07205291092395782 0.3143852651119232 1.1401746273040771 0 
8311-12703 205.041630791 23.341080523 0.0319257 2.69671 1-523105 -0.3578239381313324 -0.5505784749984741 12.319272994995117 0 
8311-9101 203.430234146 21.4381631707 0.0419229 2.70702 1-519271 -0.5795063376426697 -0.10515822470188141 23.296672821044922 0 
8311-12701 202.903672542 22.2010078084 0.071825 2.62497 1-568570 -0.40770894289016724 -0.6325423717498779 10.266286849975586 0 
8311-3702 203.972100817 23.7573407896 0.0168598 2.65219 1-522735 -0.5875535607337952 -0.05379834771156311 22.183120727539062 0 
8311-12702 203.560641752 22.1827649627 0.0494551 2.64096 1-519381 -0.005335694178938866 0.29000166058540344 1.6773298978805542 0 
8311-3701 203.777234063 22.6618333429 0.0317047 2.69896 1-519412 -0.24513833224773407 0.467152863740921 3.168789863586426 0 
8311-12705 203.489293607 22.4175505533 0.0439059 2.56914 1-522742 -0.4666057825088501 -0.36190876364707947 10.483884811401367 0 
8311-12704 204.90589 22.99459 0.0339321 2.60969 1-523117 -0.636260986328125 -0.041142962872982025 34.61176300048828 0 
8311-1901 204.597124931 23.9721453602 0.0281846 2.67529 1-523154 0.13177761435508728 0.6495819687843323 1.292351484298706 0 
9033-3704 223.92242919 45.5407519444 0.0374226 2.46104 1-593544 0.08554953336715698 0.5195724964141846 0.9127991199493408 0 
9033-3703 222.934895934 47.865755426 0.0498763 2.39058 1-197968 -0.35626330971717834 -0.44028255343437195 34.61984634399414 0 
9033-1902 223.218540019 45.2348005077 0.132655 2.51341 1-321823 -0.39993932843208313 -0.4476572871208191 12.236395835876465 0 
9033-1901 222.538451189 47.3169345467 0.0185166 2.46956 1-198036 -0.9761949777603149 0.3834627568721771 47.156028747558594 0 
9033-12705 224.018183078 45.4052658652 0.0361875 2.48019 1-576436 -0.17087146639823914 -0.22152939438819885 13.48394775390625 0 
9033-12701 221.975381891 46.5149290944 0.0868002 2.47331 1-321655 -0.05824146419763565 0.06376917660236359 4.326564788818359 0 
9033-3702 222.33771869 47.417495139 0.0260037 2.40683 1-198029 -0.3405488431453705 -0.36398887634277344 10.038496017456055 0 
9033-9102 223.352619318 46.4855854915 0.0311427 2.50764 1-321725 -0.5158281326293945 -0.30969104170799255 25.20004653930664 0 
9033-6102 223.014662198 47.077801048 0.0695463 2.40246 1-198007 0.2454899251461029 0.3944939970970154 0.9084581732749939 0 
9033-12703 224.361594392 45.8214161418 0.0384039 2.45429 1-321841 -0.2054048329591751 -0.11399184167385101 1.6902607679367065 0 
9033-6101 221.485183467 45.9158181732 0.0432354 2.47251 1-321512 -0.14261366426944733 0.43344515562057495 1.603100299835205 0 
8446-3703 205.584173927 36.9536345189 0.0214632 2.58442 1-418242 -0.5956799387931824 -0.13125257194042206 64.54791259765625 0 
8446-3702 204.226610425 36.2336565086 0.0417461 2.66674 1-418071 -0.044306863099336624 0.6319758892059326 0.7190619111061096 0 
8446-3704 205.540814262 35.9516917629 0.057459 2.57213 1-418014 -0.378564715385437 -0.5741949677467346 14.228504180908203 0 
8446-12705 205.293330159 37.0186006084 0.0190152 2.54005 1-418224 -0.7322275042533875 0.012210420332849026 26.7764949798584 0 
8446-6101 206.335746062 35.4737986635 0.0236839 2.46628 1-409184 -0.5113217234611511 -0.3731330931186676 7.790778160095215 0 
8446-6104 206.541414551 36.5043855194 0.0552435 2.53401 1-410704 -0.4545667767524719 -0.5059414505958557 62.89482498168945 0 
8446-1901 205.753337262 36.1656555546 0.0236603 2.46023 1-418023 -0.19324412941932678 0.2189602553844452 14.224712371826172 0 
8446-12702 204.105136464 35.8183057037 0.0517204 2.60475 1-418111 -0.35899704694747925 -0.39003944396972656 8.556770324707031 0 
8446-9101 205.332901659 36.9352572078 0.0346134 2.54555 1-418228 0.12198615074157715 0.4978647232055664 0.9697891473770142 0 
8446-12704 206.202869638 37.1632244485 0.0265727 2.48785 1-418252 -0.3385973274707794 -0.4082512855529785 38.33633804321289 0 
8446-1902 206.154337129 37.1716322286 0.0266073 2.44839 1-418253 -0.10817570984363556 0.37416157126426697 1.8507652282714844 0 
8446-12703 204.027936772 37.0880775977 0.0252528 2.52614 1-418202 -0.2803613543510437 0.14156323671340942 4.6472063064575195 0 
8446-9102 207.0795839 36.4896023942 0.0249716 2.55073 1-410718 -0.5040249824523926 -0.09854058176279068 11.258517265319824 0 
8446-12701 203.635904637 36.0481238489 0.0233233 2.74126 1-418128 -0.7661546468734741 0.08652694523334503 18.49658203125 0 
8309-9102 211.94856418 53.3704370372 0.0831966 2.56321 1-245472 -0.09686817228794098 -0.15176768600940704 8.471551895141602 0 
8309-6103 211.29973409 53.1156914956 0.0406677 2.45458 1-197013 -0.7053419947624207 0.06589285284280777 19.636987686157227 0 
8309-12705 211.034866443 52.0748820269 0.0410926 2.4703 1-196861 -0.4963182508945465 -0.2981569766998291 13.338057518005371 0 
8309-6101 210.190318477 51.7286842269 0.069673 2.51734 1-576467 0.0033102305606007576 0.13718438148498535 4.698412895202637 0 
8309-3702 209.236423213 53.8663217201 0.0696761 2.42427 1-244763 -0.3418111801147461 0.23920994997024536 13.25303840637207 0 
8309-12703 208.775439052 53.216600642 0.0955556 2.4321 1-576558 -0.10904652625322342 0.33934423327445984 1.6670552492141724 0 
8309-6102 208.507979635 51.904985679 0.143571 2.50008 1-196580 0.10516554117202759 0.0703914612531662 0.30004361271858215 0 
8309-6104 211.780617252 52.9637421614 0.0433328 2.51278 1-197044 -0.508356511592865 -0.47325843572616577 31.97323226928711 0 
9034-3704 227.575623577 46.0655109653 0.0378304 2.40423 1-198663 -0.4630446434020996 -0.3441450893878937 13.635601997375488 0 
9034-6101 227.466267684 46.4494231723 0.0366692 2.36305 1-198736 -0.38029053807258606 -0.41281452775001526 17.20341682434082 0 
9034-3702 226.280329138 46.9636589157 0.0377137 2.52122 1-198233 -0.5449407696723938 -0.2801532447338104 45.20760726928711 0 
9034-1902 226.436112508 46.7885937658 0.0382375 2.40021 1-198238 0.08364541828632355 0.6463685035705566 0.7911655902862549 0 
9034-1901 226.723545234 47.0569664208 0.0879028 2.47736 1-198237 -0.3352621793746948 -0.4681718051433563 22.911317825317383 0 
9034-12705 227.53668071 46.1046806603 0.0191239 2.44283 1-198664 -0.3615642488002777 -0.433463454246521 9.314391136169434 0 
9034-12701 225.059027441 46.4362390261 0.0155034 2.48605 1-198353 -0.6365739107131958 -0.013226864859461784 11.581920623779297 0 
9034-9101 226.164161535 47.436509877 0.0884632 2.39601 1-198505 -0.16872161626815796 0.14873641729354858 2.3018293380737305 0 
9034-12703 228.308283217 47.1023203161 0.0289431 2.42042 1-198747 -0.0405985489487648 0.34520429372787476 1.2657872438430786 0 
9034-12702 226.934003529 46.6784437629 0.149588 2.42894 1-198718 0.24376797676086426 0.214921236038208 0.5061464905738831 0 
9034-6102 226.520041326 46.36959369 0.0364364 2.53467 1-198704 -0.5114617943763733 -0.556685209274292 21.758281707763672 0 
9034-6104 226.09255143 47.6866827164 0.093357 2.37351 1-198501 -0.13440468907356262 -0.07955585420131683 2.2464473247528076 0 
9034-6103 225.200970332 47.6632368567 0.0527929 2.57557 1-198461 0.03721167519688606 0.40605077147483826 1.2255549430847168 0 
8445-12702 204.175181991 34.7462508444 0.0242937 2.35923 1-399563 -0.11214254051446915 0.42328351736068726 3.2129933834075928 0 
8445-3703 206.551743438 36.4266307014 0.0234566 2.4866 1-410705 -0.8289412260055542 0.21765980124473572 26.548797607421875 0 
8445-6103 204.102687853 35.6280503646 0.0579015 2.40783 1-418104 0.19475582242012024 0.08073075115680695 0.8580261468887329 0 
8445-12703 207.126148739 35.272748084 0.0212549 2.47366 1-409272 -0.8732653856277466 0.16529056429862976 23.56426239013672 0 
8445-9101 204.917866221 35.0233605804 0.025059 2.36471 1-409168 -0.2661271095275879 -0.3011944890022278 3.0030014514923096 0 
8445-12701 203.958189452 34.9989487463 0.025054 2.39621 1-591917 -0.19892625510692596 -0.22230058908462524 5.130444049835205 0 
8445-6104 207.301450689 35.2847067132 0.0165026 2.4386 1-410676 -0.5983262062072754 -0.0337919145822525 28.862436294555664 0 
8445-3702 204.287715351 35.2478332705 0.0596185 2.33812 1-399581 -0.0727873295545578 0.5680786967277527 1.4537793397903442 0 
8445-9102 206.295787521 36.376280524 0.0269094 2.48088 1-418006 -0.43963003158569336 -0.5592229962348938 21.57636070251465 0 
8445-12704 206.516392436 35.520368413 0.0245361 2.444 1-409200 -0.1204620823264122 0.13075289130210876 3.3420467376708984 0 
8445-1902 206.665517192 34.2245412546 0.0252944 2.38636 1-409109 -0.08643005043268204 0.43743187189102173 0.2982530891895294 0 
8445-12705 205.893814212 34.9138472224 0.0350219 2.29977 1-409242 -0.12896521389484406 0.10457504540681839 2.406012773513794 0 
8445-3701 205.642469362 35.0203251302 0.0243152 2.38492 1-409209 -0.2842504680156708 -0.2847954034805298 8.345663070678711 0 
9494-12702 126.5233084 21.6676316244 0.0145824 2.30707 1-605233 -0.9252080917358398 0.286721795797348 40.883209228515625 0 
9494-12705 127.252980642 21.9633831158 0.0204062 2.40376 1-384849 -0.7383723855018616 0.17162485420703888 17.181859970092773 0 
9494-3701 126.755857347 21.7067520534 0.0152525 2.46954 1-384400 0.3250561058521271 0.9373127222061157 1.0383845567703247 0 
9494-3704 128.019903751 21.6286298321 0.0537645 2.44367 1-384821 -0.29745134711265564 -0.49316132068634033 49.340091705322266 0 
9494-12704 126.621540795 22.2611670641 0.028463 2.345 1-384396 -0.4378601312637329 -0.5764018297195435 39.36878967285156 0 
9494-1902 126.557295217 21.2999222544 0.0232709 2.45401 1-412851 -0.261147677898407 -0.07781154662370682 1.206057071685791 0 
9494-6103 126.723250502 22.4832015346 0.0174352 2.39402 1-384394 -0.5883920788764954 -0.0624469593167305 7.664274215698242 0 
9494-9102 127.43483886 22.4243963664 0.0250046 2.35868 1-384848 -0.27376893162727356 0.010827386751770973 16.947120666503906 0 
9494-12703 127.06798281 22.0348242402 0.0215157 2.47335 1-384413 -0.6671973466873169 0.00345940375700593 29.82046127319336 0 
9494-6102 126.44906464 21.8794112791 0.0157081 2.50959 1-384388 -0.5886974334716797 -0.22017747163772583 8.525115013122559 0 
9494-1901 127.892526534 22.0336836082 0.0154535 2.41633 1-384818 -0.19030189514160156 0.00205255881883204 3.5018844604492188 0 
9494-12701 126.910629852 21.2568547334 0.016049 2.46171 1-412866 -0.8346429467201233 0.005355217959731817 13.117045402526855 0 
9494-6104 128.04718576 22.5605602691 0.0161274 2.2833 1-384808 0.17486007511615753 0.5498905777931213 1.1626636981964111 0 
9507-9101 128.633013857 27.0535922562 0.0799342 2.49738 1-299163 0.22988101840019226 0.14665701985359192 0.6535599231719971 0 
9507-9102 128.753560042 26.0573359726 0.058652 2.39448 1-299016 0.034438181668519974 0.22812914848327637 0.8779265284538269 0 
9507-12701 128.250742039 26.0140506945 0.0176283 2.49941 1-298752 -0.47179847955703735 -0.5882455110549927 23.75051498413086 0 
9507-12703 128.622022349 27.4298486443 0.129637 2.49347 1-299166 0.19428862631320953 0.25176918506622314 0.8717160224914551 0 
9507-12702 128.494561948 26.1067972709 0.0586735 2.43809 1-299013 0.001755863195285201 0.616503119468689 3.3459694385528564 0 
9507-3704 128.951372142 25.5753144376 0.0436572 2.50105 1-385153 -0.5574287176132202 -0.24823951721191406 37.645179748535156 0 
