# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8591-9101 212.259249772 54.5562038875 1-629057 -0.1024751365184784 0.10721270740032196 2.254450798034668 0 0 
8591-3702 212.612086794 54.6195740857 1-245088 -0.08501885831356049 0.34523874521255493 1.1423877477645874 0 0 
8591-12701 212.27199404 53.7953553221 1-245082 -0.6043469309806824 -0.17262811958789825 29.713598251342773 0 0 
8591-3703 212.468001293 54.4470360452 1-245555 -0.572683572769165 -0.03542625159025192 21.331579208374023 0 0 
8591-6102 212.955995832 52.8167126568 1-197063 0.396004855632782 0.06710618734359741 0.5801365375518799 0 0 
8591-6104 214.863290152 54.1002998827 1-245774 -0.2507942318916321 -0.15387749671936035 3.8207380771636963 0 0 
8591-6103 211.981103115 53.8467974684 1-245101 -0.25749021768569946 -0.1749604046344757 2.9560210704803467 0 0 
8591-6101 212.278640676 53.4635179918 1-245451 0.0029260041192173958 0.27928757667541504 2.794677734375 0 0 
8592-6101 222.671773309 51.704468559 1-246437 -0.43972399830818176 -0.6418609619140625 43.74732971191406 0 0 
8592-1901 222.959812896 53.6869002122 1-207925 0.4143541157245636 -0.2527281939983368 0.2561878263950348 0 0 
8592-6102 223.320794637 52.0442624724 1-246470 -0.02148597687482834 0.09354667365550995 1.6792082786560059 0 0 
8592-3704 221.276090964 53.1883292501 1-246212 -0.5987954139709473 -0.1106489822268486 40.571136474609375 0 0 
8592-12704 222.394555076 52.9672860968 1-207914 -0.15008120238780975 0.5772368907928467 1.336439609527588 0 0 
8592-12703 222.500765253 54.084510913 1-207943 0.02813149243593216 0.4463331401348114 0.5481330156326294 0 0 
8592-6104 224.33486 52.99342 1-208313 -0.4730284810066223 -0.07053154706954956 10.88041877746582 0 0 
8592-3702 220.160423806 53.4780611097 1-207984 -0.5211440324783325 -0.09773200750350952 46.397300720214844 0 0 
8592-3703 224.308966131 53.1520291512 1-631680 -0.39923790097236633 -0.6498849391937256 24.13718032836914 0 0 
8592-1902 222.944263858 53.4380006846 1-208393 -0.4718981087207794 -0.09102769196033478 2.2259297370910645 0 0 
8592-12702 220.116772806 53.5914218941 1-207982 -0.5544202923774719 -0.2642194330692291 32.21195983886719 0 0 
8592-3701 220.853123374 52.614527085 1-246203 0.05310666188597679 0.13294807076454163 0.6674743890762329 0 0 
8592-12701 222.848380537 51.4761226141 1-246442 -0.8710128664970398 0.29351019859313965 33.27655029296875 0 0 
8592-9101 223.61098242 53.2174411839 1-631640 -0.3461867868900299 -0.3891344368457794 4.73038387298584 0 0 
8949-12703 195.866423768 28.5641675977 1-404152 -0.6965525150299072 -0.09127839654684067 13.743271827697754 0 0 
8949-6102 195.294615141 27.8028854123 1-623758 -0.29244112968444824 0.16684746742248535 0.29373273253440857 0 0 
8949-12701 193.603092309 27.363986169 1-456405 -0.4282359778881073 -0.6058414578437805 7.31449031829834 0 0 
8949-1902 194.742099455 27.5946912325 1-456691 -0.2474510818719864 0.4307819604873657 0.14400184154510498 0 0 
8952-9102 205.632789518 26.4872381977 1-458448 0.09136209636926651 0.6048197746276855 0.7691652774810791 0 0 
8952-12703 206.470668082 26.7751572173 1-458515 -0.41013815999031067 -0.6068423986434937 8.980134963989258 0 0 
8952-3702 204.668499374 26.730669716 1-458359 -0.22078534960746765 -0.21213100850582123 3.0288589000701904 0 0 
8952-3703 205.440923024 27.1063453373 1-458395 -0.26765507459640503 0.0433521643280983 5.970971584320068 0 0 
8952-12702 205.321148777 26.2720305918 1-627000 -0.07066622376441956 0.641414999961853 1.6177260875701904 0 0 
8952-9101 204.631692494 26.1054586831 1-458168 0.11076997965574265 0.6189980506896973 1.04762864112854 0 0 
8952-12705 206.036124092 26.3489140635 1-458504 -0.4205162227153778 -0.6036547422409058 11.362699508666992 0 0 
8952-12701 204.68383155 26.3285381656 1-626830 0.07277978211641312 0.2212766408920288 2.1084749698638916 0 0 
8952-3704 206.085721174 26.0841920472 1-458209 0.1346331536769867 0.6622800230979919 0.5112568140029907 0 0 
8952-6102 204.912044258 27.4045939517 1-405986 0.05503837764263153 0.2637595236301422 0.9690446853637695 0 0 
8952-6104 204.933971495 27.7764741491 1-405999 -0.4277207851409912 -0.6488348245620728 28.902671813964844 0 0 
8952-3701 205.63584338 26.2327336039 1-458459 0.03262205421924591 0.32770034670829773 0.8465415835380554 0 0 
8952-6103 204.674179172 27.742410862 1-626829 -0.22319746017456055 -0.5385331511497498 28.67695426940918 0 0 
8600-3704 245.845279189 41.6511881825 1-594438 -0.4167850613594055 -0.6606722474098206 42.193580627441406 0 0 
8600-12701 245.726512153 41.5205767534 1-210667 -0.33908310532569885 -0.5472562313079834 12.47270679473877 0 0 
8600-12702 245.157184068 41.4668735263 1-210646 -0.25091448426246643 0.29049426317214966 9.593642234802246 0 0 
8600-3703 245.865872374 41.706383369 1-135202 0.20572054386138916 0.8403110504150391 0.8442915081977844 0 0 
8600-3702 243.880654131 41.4070168921 1-210604 -0.031660500913858414 -0.07893989980220795 0.34840261936187744 0 0 
8600-6102 244.658477688 41.1367555044 1-210447 -0.33283865451812744 -0.37775662541389465 6.707218170166016 0 0 
8600-6103 244.419754347 41.8991544902 1-210593 0.09248531609773636 0.33053457736968994 1.0729174613952637 0 0 
8600-1901 242.585224552 43.0096434555 1-633729 -0.5670053362846375 -0.17199356853961945 76.38990020751953 0 0 
8600-12703 244.501756382 41.3921900233 1-210614 0.2309488207101822 0.5823405981063843 0.7050495147705078 0 0 
8600-3701 245.912437896 41.834008415 1-134737 -0.5927600860595703 -0.18199239671230316 11.068709373474121 0 0 
8979-3703 244.39055191 41.6885471216 1-210611 -0.04034467786550522 0.5217469334602356 1.1245133876800537 0 0 
8600-6104 245.298467101 42.1387339672 1-134793 -0.47269919514656067 -0.22804570198059082 45.911956787109375 0 0 
8600-12704 244.882923706 41.6624626675 1-210631 -0.49095720052719116 -0.48792752623558044 24.80718421936035 0 0 
8600-12705 246.230936349 41.9002554629 1-134716 -0.4140455722808838 -0.49576449394226074 9.173063278198242 0 0 
8934-12702 195.358852894 27.8859851519 1-456984 0.1794283241033554 0.39312782883644104 1.6705570220947266 0 0 
8934-12703 196.784236491 28.633303933 1-403684 -0.5783453583717346 -0.05278424173593521 27.95937728881836 0 0 
8934-12701 196.162791848 28.6289038434 1-403703 -0.37226733565330505 -0.27379530668258667 8.799322128295898 0 0 
8934-3701 194.02549 27.67798 1-456772 -0.6822528839111328 -0.09011903405189514 117.44567108154297 0 0 
8934-6102 196.046877685 27.490442753 1-457009 -0.40379366278648376 -0.592383861541748 14.426068305969238 0 0 
8333-12702 214.328094382 43.5203795212 1-265907 -0.1947934627532959 -0.2034253031015396 2.6462793350219727 0 0 
8333-1902 216.546598245 42.7112417247 1-266244 -0.7160409688949585 0.15062832832336426 53.104103088378906 0 0 
8333-12703 214.793892374 44.1376665968 1-266112 -0.3434050381183624 -0.31963494420051575 6.859564304351807 0 0 
8333-3701 214.344523739 42.2879733012 1-251662 -0.3640386462211609 -0.4298601746559143 9.799520492553711 0 0 
8333-12705 214.2841704 42.682763718 1-265863 -0.4300590455532074 -0.39036858081817627 5.364124298095703 0 0 
8333-3704 216.731509458 42.0960470482 1-569263 0.3756217658519745 0.28087562322616577 0.26732975244522095 0 0 
8333-6102 214.506766167 41.8276427183 1-251871 -0.12931089103221893 0.010217525064945221 2.3094639778137207 0 0 
8547-9102 218.976343316 53.3916368422 1-630590 -0.19598153233528137 -0.5072733163833618 16.92747688293457 0 0 
8547-12702 217.91069574 52.7494624631 1-245695 -0.3293818235397339 -0.05019913613796234 6.138957500457764 0 0 
8547-9101 217.452072194 53.9650354599 1-245879 0.2169838845729828 0.2762339115142822 0.7122477889060974 0 0 
8547-12703 218.429151044 52.8970995361 1-245654 -0.4175427258014679 -0.6659795045852661 11.768203735351562 0 0 
8547-12705 219.82622 53.05921 1-246196 -0.6342469453811646 0.04912524297833443 15.238885879516602 0 0 
8547-3703 217.71277672 53.9077941771 1-245869 -0.3587701916694641 -0.4374133348464966 4.649921894073486 0 0 
8547-1901 218.113251205 52.7383871048 1-246108 -0.17241396009922028 0.2534976601600647 2.101705312728882 0 0 
8547-12704 218.10337205 53.2166485918 1-245686 -0.47350212931632996 -0.5509621500968933 13.957006454467773 0 0 
8547-3702 218.075519256 53.6770829288 1-245896 -0.30980175733566284 -0.24531784653663635 3.957383871078491 0 0 
8547-3704 220.043768305 53.1002001871 1-246191 -0.5276543498039246 -0.31235918402671814 34.367889404296875 0 0 
8547-6104 219.546188066 53.4625751497 1-246175 -0.3187641203403473 -0.011640878394246101 9.429218292236328 0 0 
8547-6102 217.324860201 52.6655598805 1-245670 -0.29739657044410706 -0.4814850091934204 20.526193618774414 0 0 
8547-6103 215.92408546 53.7660567703 1-245811 -0.45396673679351807 -0.5657205581665039 20.05164337158203 0 0 
8978-3701 248.507466756 41.3479443965 1-135625 -0.3495485484600067 -0.6042810678482056 29.03877067565918 0 0 
8978-3703 249.335470504 41.1889758683 1-135664 0.05625748634338379 0.6304193735122681 1.0380895137786865 0 0 
8978-3704 249.123567525 41.0395448683 1-135003 -0.027392178773880005 0.1816045343875885 2.3840060234069824 0 0 
8978-12702 249.587768862 40.8172085562 1-634093 -0.3682403862476349 -0.47138074040412903 18.593856811523438 0 0 
8978-6103 250.453203157 41.8187374779 1-94422 0.17317619919776917 0.5117351412773132 1.4793980121612549 0 0 
8978-12703 249.91235 43.29527 1-634119 -0.6048850417137146 -0.10685468465089798 14.194361686706543 0 0 
8978-1901 248.914682244 42.461295253 1-94554 -0.22231167554855347 0.509566068649292 1.006506323814392 0 0 
8978-6104 251.335933471 42.757790046 1-94604 -0.2774358093738556 0.24689598381519318 5.670468330383301 0 0 
8978-6101 249.056775643 40.7082929709 1-135608 -0.2827471196651459 -0.35846859216690063 13.155845642089844 0 0 
8978-9102 248.515175692 41.240257878 1-135626 -0.17755906283855438 -0.04605093598365784 2.190598964691162 0 0 
8978-12701 248.78284923 40.9913754432 1-634056 -0.3393191397190094 -0.30078357458114624 4.895158767700195 0 0 
8978-12704 250.793493168 42.1927959666 1-94403 -0.025159290060400963 0.21039067208766937 1.086843729019165 0 0 
8979-3701 241.208521549 42.0358071243 1-248410 -0.4545963406562805 -0.37806394696235657 23.31126594543457 0 0 
8979-3702 241.370314955 42.6272105502 1-210135 -0.1837654411792755 -0.18177981674671173 4.325336456298828 0 0 
8979-3704 244.4229653 40.9338176284 1-210461 -0.34451502561569214 -0.1604052484035492 14.349458694458008 0 0 
8979-1902 242.585330709 41.8548951944 1-210114 -0.0680425614118576 -0.09445098787546158 0.7344851493835449 0 0 
8979-9101 241.278593012 42.0373576473 1-248405 -0.018356803804636 0.1252666562795639 1.238626480102539 0 0 
8979-6103 242.034014667 42.9905995551 1-569077 -0.07550044357776642 0.10589514672756195 1.9673993587493896 0 0 
8979-6104 242.45130039 42.333990796 1-210116 -0.257487416267395 -0.21287783980369568 3.934934377670288 0 0 
8979-12701 241.341763012 42.4883122721 1-210173 -0.009205703623592854 0.2328985333442688 1.8033645153045654 0 0 
8979-6101 241.366385991 41.6493667208 1-633608 -0.5027199983596802 -0.4391903281211853 29.22383689880371 0 0 
8979-12703 242.065591427 42.7070243134 1-210098 -0.6985626220703125 -0.019266830757260323 15.18403434753418 0 0 
8979-12705 244.329704001 41.4367665237 1-569155 -0.1168440654873848 0.15928757190704346 1.640750527381897 0 0 
8595-9102 220.685203464 49.6757511283 1-197770 0.133969247341156 0.5480562448501587 1.0471141338348389 0 0 
8595-1902 218.926839593 49.6323377606 1-197717 -0.3904152512550354 -0.16822564601898193 25.363201141357422 0 0 
8595-3703 221.43798422 51.5808196479 1-631278 -0.06759040057659149 -0.2576633095741272 15.334545135498047 0 0 
8595-3702 219.042760685 50.5188220399 1-197702 -0.25134631991386414 -0.12920033931732178 3.1772210597991943 0 0 
8595-3704 219.427531638 51.0991609663 1-245975 -0.41134166717529297 -0.5223312973976135 16.975385665893555 0 0 
8595-12705 221.786518508 50.1957073163 1-246331 -0.16795536875724792 -0.08948211371898651 9.904581069946289 0 0 
8595-6102 219.593187995 50.6963072281 1-197704 -0.4599090814590454 -0.3265892267227173 13.85044002532959 0 0 
8595-12703 220.716792448 52.2809912468 1-246362 -0.4267849028110504 -0.436911940574646 7.125092506408691 0 0 
8595-1901 218.268988443 51.5223147848 1-246064 -0.06828595697879791 0.057010192424058914 0.7671283483505249 0 0 
8595-6103 218.280204046 52.0018603259 1-246036 -0.4664410948753357 -0.5862809419631958 18.22580337524414 0 0 
8595-12702 219.698685907 51.0223628193 1-245980 -0.37747108936309814 -0.4992263913154602 8.623931884765625 0 0 
8595-12704 221.2231 51.34108 1-246383 -0.1416427493095398 0.08296312391757965 3.4210357666015625 0 0 
8595-6104 219.396614145 51.5831340853 1-246027 -0.3355470597743988 -0.44128841161727905 6.547478675842285 0 0 
8987-3701 136.249888208 28.3477202508 1-386605 -0.42869091033935547 -0.4213973581790924 65.0675277709961 0 0 
8987-3702 135.837150569 28.6960444002 1-386430 0.06400477886199951 0.47298571467399597 1.626722812652588 0 0 
8987-3703 136.228339277 28.3843145009 1-386452 -0.3527405560016632 -0.48707839846611023 10.967235565185547 0 0 
8987-9101 137.449432744 27.8623064121 1-386685 -0.7968096733093262 0.08364099264144897 16.230249404907227 0 0 
8987-6103 137.268018186 28.2568343402 1-386800 -0.9873939156532288 0.17649243772029877 26.441978454589844 0 0 
8987-6102 136.308976486 28.2247347935 1-386601 -0.4550836980342865 -0.6203523278236389 15.940817832946777 0 0 
8987-1901 136.240067219 27.7276382424 1-386263 -0.8188426494598389 0.3817186951637268 56.89124298095703 0 0 
8987-6104 137.11856882 28.9110351614 1-386822 -0.1786188781261444 -0.3463825583457947 17.353986740112305 0 0 
8987-3704 136.294847141 28.2853329447 1-386264 -0.39854976534843445 -0.274592787027359 7.438788414001465 0 0 
8987-9102 137.983505636 27.8992697013 1-386695 -0.4091966152191162 -0.4897487163543701 41.8852424621582 0 0 
8987-6101 137.234890412 27.513816822 1-386657 -0.9320693016052246 0.04867597669363022 15.316283226013184 0 0 
8987-12704 136.912550203 28.6359557126 1-386836 -0.5005316138267517 -0.27312779426574707 11.615148544311523 0 0 
8987-12705 136.782562791 28.3160766512 1-605640 -0.5860798358917236 -0.14813818037509918 27.41632843017578 0 0 
8987-12703 136.657756482 29.0692480115 1-386847 -0.48255985975265503 -0.372146338224411 12.813139915466309 0 0 
8987-12702 136.138199276 28.3498623083 1-386453 -0.5803588032722473 -0.26494550704956055 31.949661254882812 0 0 
8942-1902 124.419124718 27.4674699408 1-218266 -0.5397893786430359 -0.13455495238304138 40.692787170410156 0 0 
8942-3703 124.38506864 28.3578278812 1-218435 -1.1240966320037842 0.5273640155792236 134.63912963867188 0 0 
8942-1901 123.134738777 26.8936350284 1-218293 -0.05899244546890259 0.22515949606895447 1.7825418710708618 0 0 
8942-3701 122.907428021 27.5382224703 1-218324 0.26874274015426636 0.11550387740135193 0.6148939728736877 0 0 
8942-12702 124.003309706 27.0758952047 1-218280 0.13248811662197113 0.5779694318771362 0.8373186588287354 0 0 
8942-9101 124.759173858 27.1039714703 1-230173 -0.7657362818717957 0.12648263573646545 27.651294708251953 0 0 
8942-3704 124.549534438 27.7191923705 1-218417 -0.5939831137657166 -0.14345625042915344 24.744834899902344 0 0 
8942-6104 124.571110809 28.3492647544 1-218444 -0.13449838757514954 0.05821981281042099 4.388882637023926 0 0 
8942-9102 124.547943346 26.6538857717 1-230145 -0.7028303146362305 0.06077444553375244 38.35699462890625 0 0 
8942-12705 124.670296206 26.5355639805 1-230171 -0.7864793539047241 -0.09256894886493683 8.66750717163086 0 0 
8942-12703 125.21338865 28.4058888443 1-218519 -0.9449255466461182 0.28296202421188354 13.316723823547363 0 0 
8942-12701 122.896204521 27.3059764629 1-218322 0.09900528192520142 0.2785432040691376 1.2723219394683838 0 0 
8942-12704 123.807495221 27.4088051877 1-218295 -0.521952748298645 -0.20669177174568176 13.817863464355469 0 0 
8942-6103 124.337230897 28.3183087615 1-218430 -0.819987952709198 0.23283757269382477 75.1631088256836 0 0 
8942-6102 124.267479696 28.3150890152 1-218412 -0.5429903268814087 -0.24710223078727722 23.318044662475586 0 0 
8942-6101 124.897858052 26.3626657187 1-230177 -0.0562126599252224 0.25624141097068787 1.511277437210083 0 0 
8943-1902 157.693737315 36.9546213324 1-394355 0.14091333746910095 0.5624677538871765 0.7824021577835083 0 0 
8943-1901 154.978349602 36.325738992 1-392007 -0.30943360924720764 -0.22937507927417755 10.801336288452148 0 0 
8943-3702 155.62506779 36.5993120344 1-558139 -0.015432060696184635 0.2013634592294693 2.30336594581604 0 0 
8943-3703 158.131804307 36.3670696179 1-394326 0.1326744109392166 0.5264540910720825 1.5632450580596924 0 0 
8943-12703 157.255705574 36.6050770082 1-394390 -0.5780618190765381 -0.14968399703502655 11.030892372131348 0 0 
8943-12704 156.432859602 36.0235885082 1-392670 -0.6762925386428833 0.2282099723815918 153.44065856933594 0 0 
8943-6103 156.574256682 37.1155135485 1-392978 -0.759211003780365 0.05824163556098938 16.904199600219727 0 0 
8943-6102 156.7463932 35.9553119253 1-392649 -0.3476009666919708 -0.3472868502140045 7.091951847076416 0 0 
8943-12702 156.169798969 36.0075263836 1-392691 -0.5002138018608093 -0.42355701327323914 14.24123477935791 0 0 
8943-9102 157.921317309 36.0233604164 1-394362 0.16419857740402222 0.22474098205566406 0.8274291157722473 0 0 
8943-12701 156.025058618 35.8187952018 1-392720 -0.05627810209989548 0.1879136562347412 4.1219329833984375 0 0 
8948-3702 164.889012935 49.9854637595 1-148601 0.09178607165813446 0.584575891494751 1.0381078720092773 0 0 
8948-3703 165.833294654 50.7553074437 1-149067 -0.6440987586975098 -0.14065638184547424 31.346376419067383 0 0 
8948-12702 164.971102678 50.0152009606 1-148954 0.25964242219924927 0.5498650074005127 1.1418662071228027 0 0 
8948-12703 166.075042353 50.0341044982 1-148855 -0.4790560007095337 -0.6967798471450806 22.045164108276367 0 0 
8948-1902 166.311935076 49.6589085644 1-173903 0.381794810295105 0.4317796528339386 0.18664216995239258 0 0 
8948-9101 165.776989011 50.3411804043 1-148914 -0.6286614537239075 0.006715795956552029 14.048412322998047 0 0 
8948-1901 165.739131407 50.6702353345 1-587930 0.009040407836437225 0.28724735975265503 2.174124240875244 0 0 
8948-3701 166.248455461 50.3821335596 1-612565 -0.6635000109672546 0.024112913757562637 19.117334365844727 0 0 
8948-6103 165.198265499 49.9018766228 1-148949 -0.3387776017189026 0.3295647203922272 1.9210906028747559 0 0 
8948-12701 165.40834058 50.8322152847 1-149054 -0.4458028972148895 -0.23044265806674957 11.532869338989258 0 0 
8948-12705 166.014205374 49.8216247532 1-173872 -0.45046940445899963 -0.6342105865478516 12.723311424255371 0 0 
8948-6101 167.98139033 50.0838502624 1-149277 -0.41540661454200745 -0.788877010345459 17.226348876953125 0 0 
8939-9101 125.227739446 23.7292001251 1-556714 0.14403589069843292 0.45029348134994507 2.439485788345337 0 0 
8939-12702 125.395022114 23.2066662157 1-384038 -0.20513273775577545 0.013929780572652817 3.9121158123016357 0 0 
8939-3702 124.18959773 24.7802418812 1-298668 -0.2935686409473419 -0.43454015254974365 12.313619613647461 0 0 
8939-12701 124.706752189 22.9545343893 1-383997 -0.09302480518817902 0.12969355285167694 3.5981197357177734 0 0 
8939-3701 125.361695991 24.453072081 1-298715 -0.37786057591438293 -0.46228498220443726 20.794593811035156 0 0 
8939-3704 125.853157621 24.6734435513 1-298727 -0.7755972146987915 0.18399357795715332 20.171958923339844 0 0 
8939-12703 125.60327372 25.5090791387 1-298868 0.2797948122024536 0.5297114253044128 1.194815754890442 0 0 
8939-3703 125.906990311 25.0201154818 1-584936 -0.6629247069358826 0.2171691507101059 28.439682006835938 0 0 
8939-1902 126.398536014 23.9591923311 1-384554 -0.4187901020050049 -0.6167212724685669 23.977970123291016 0 0 
8939-12705 126.535608471 23.7399228582 1-384548 0.2579514682292938 0.5153738260269165 2.04659366607666 0 0 
8939-12704 125.687370639 24.2969703898 1-298537 -0.3093198835849762 -0.25147655606269836 3.1740708351135254 0 0 
8939-6101 126.729182973 23.2324947972 1-384547 -0.19005009531974792 -0.17198525369167328 4.379842758178711 0 0 
8939-6102 124.843267515 23.74728292 1-298533 -0.7806057333946228 0.14663612842559814 25.604278564453125 0 0 
8946-12704 171.148793982 47.6140153322 1-279320 -0.8483911156654358 0.10612357407808304 19.62025260925293 0 0 
8946-9102 170.142155743 46.8245044229 1-279252 0.08386261761188507 0.21249869465827942 0.6781870126724243 0 0 
8946-12705 170.461723946 48.0792542418 1-576146 0.0334509052336216 0.2702023684978485 1.3213527202606201 0 0 
8946-12702 169.823700352 47.6483583246 1-613949 0.1573365032672882 0.46452009677886963 0.6812193393707275 0 0 
8946-3703 170.58814502 46.4305044138 1-279073 0.011373736895620823 0.34478452801704407 2.0767405033111572 0 0 
8946-6103 169.357930654 47.8542375686 1-174124 -0.7512756586074829 0.2177848070859909 20.05233383178711 0 0 
8946-1902 169.300369024 46.8598732327 1-613755 0.2208668291568756 0.3762333393096924 0.35283052921295166 0 0 
8946-9101 170.606919594 47.1059671224 1-279279 -0.5192902088165283 -0.40141791105270386 20.485595703125 0 0 
8946-3702 169.514598419 47.5058118744 1-279188 -0.6093223094940186 -0.1966668963432312 24.027978897094727 0 0 
8946-3704 170.35502801 46.2892276044 1-279086 0.11557268351316452 0.4062103033065796 1.3887662887573242 0 0 
8946-1901 169.287129083 48.5387549726 1-174119 -0.038559094071388245 0.5912827849388123 1.1529135704040527 0 0 
8946-6102 170.808272582 46.9978024507 1-279532 -0.3070741891860962 -0.5666036605834961 14.429987907409668 0 0 
8946-6101 168.752093512 46.6345251343 1-278221 -0.3903196454048157 -0.6237408518791199 22.933319091796875 0 0 
8947-12705 172.426419306 48.9701979767 1-174475 -0.3837052881717682 -0.47408974170684814 8.415621757507324 0 0 
8947-12703 172.886686245 49.8575035609 1-174618 0.013774278573691845 0.4204077124595642 2.0715746879577637 0 0 
8947-3704 169.475782191 49.5933752164 1-576188 0.045003585517406464 0.2059498131275177 1.249969244003296 0 0 
8947-12701 171.027093421 48.6962967467 1-614456 -0.2752837836742401 0.06845519691705704 3.3503174781799316 0 0 
8947-12704 171.102653854 51.23494063 1-149147 0.09097190946340561 0.29411184787750244 1.886086106300354 0 0 
8947-9102 170.516427569 50.8151214777 1-149586 0.059081029146909714 0.20282450318336487 0.8774071931838989 0 0 
8947-1902 170.058854577 50.0253181804 1-174225 -0.16951309144496918 0.1227564886212349 1.5244208574295044 0 0 
8947-12702 171.718323494 50.5423825522 1-149532 -0.600231409072876 -0.24830374121665955 50.49848937988281 0 0 
8947-9101 168.73450562 50.334872965 1-149200 -0.2732061743736267 -0.4859177768230438 19.22412109375 0 0 
8947-1901 171.383699396 51.1804088108 1-149572 -0.30879151821136475 -0.47215184569358826 36.61373519897461 0 0 
8947-6103 169.346247668 51.013378051 1-149235 -0.4271014928817749 -0.5860458016395569 19.534255981445312 0 0 
8947-6104 170.803434791 51.1858847796 1-149580 -0.0054800608195364475 0.08495910465717316 0.27658021450042725 0 0 
8945-12703 173.981887348 48.0214581158 1-279676 -0.054518721997737885 0.4961647093296051 3.2472829818725586 0 0 
8945-12704 173.61962 46.88629 1-279412 -0.5369674563407898 -0.21662962436676025 17.478572845458984 0 0 
8945-12705 174.317747615 45.7573989593 1-257412 -0.4459601938724518 -0.5574263334274292 10.048036575317383 0 0 
8945-9102 173.618706185 46.3605596127 1-279410 -0.2638053596019745 -0.41875120997428894 4.904927730560303 0 0 
8945-3702 173.361899618 47.2867278235 1-279617 -0.673783540725708 0.0691744014620781 80.55914306640625 0 0 
8945-9101 172.30913127 46.3900497012 1-279011 -0.4700256288051605 -0.24229863286018372 23.567245483398438 0 0 
8945-12701 171.898080923 47.3793949684 1-588617 -0.440688818693161 -0.3764016032218933 22.938007354736328 0 0 
8945-12702 172.66989 47.018275 1-615167 -0.4433934688568115 -0.588681697845459 14.888072967529297 0 0 
8945-6101 173.637733355 46.166337697 1-279381 -0.42868557572364807 -0.4518067240715027 9.091651916503906 0 0 
8945-1901 172.36572936 47.6962934821 1-279544 -0.21481148898601532 0.29006996750831604 2.2034757137298584 0 0 
8945-6104 174.128115553 47.8172263134 1-279675 0.14416635036468506 0.5413677096366882 0.763058602809906 0 0 
8945-6102 173.701235773 46.9899499513 1-280104 0.10203440487384796 0.37571200728416443 1.1236331462860107 0 0 
8945-6103 171.244626971 47.1435102759 1-279329 -0.21097400784492493 0.09429654479026794 11.607085227966309 0 0 
8980-3701 223.636455717 42.3854436555 1-235983 -0.04693204164505005 0.40486201643943787 0.5660359263420105 0 0 
8980-9102 225.791524074 41.8163174826 1-236141 -0.5584655404090881 -0.2099488526582718 17.11514663696289 0 0 
8980-9101 223.397339019 42.447220005 1-235986 -0.3505685329437256 -0.48165076971054077 7.932109832763672 0 0 
8980-3703 226.48767603 42.2257281145 1-236150 -0.6342822313308716 -0.02637013979256153 12.208891868591309 0 0 
8980-3704 224.205960905 41.5964025465 1-235976 -0.728297233581543 0.02230124920606613 24.091049194335938 0 0 
8980-3702 225.676453111 43.2424156598 1-236045 0.0350077860057354 0.2058456391096115 1.3385334014892578 0 0 
8980-12701 223.339689055 43.0759085177 1-236018 -0.5018958449363708 -0.35688745975494385 13.164366722106934 0 0 
8980-12704 225.59269 41.92164 1-236133 -0.7558622360229492 0.057515550404787064 23.2576847076416 0 0 
8980-12703 226.211851518 42.7344795268 1-236144 0.07147009670734406 0.2176211029291153 1.036960482597351 0 0 
8980-1902 225.236213871 41.5662647889 1-236099 -0.05641305446624756 0.26968562602996826 1.2967884540557861 0 0 
8980-6104 226.127153386 43.06941831 1-321982 0.03279877454042435 0.6443173885345459 1.1755461692810059 0 0 
8980-6103 224.752516157 43.4077302751 1-236039 0.5565617084503174 -0.17402759194374084 0.046878889203071594 0 0 
8980-1901 225.104201455 43.2870099493 1-236032 0.14468905329704285 0.6595752239227295 1.0532777309417725 0 0 
8980-12705 223.984092721 42.1597825909 1-235988 -0.5913258790969849 -0.11792365461587906 8.64663314819336 0 0 
8597-3704 224.615816702 48.4923712235 1-198180 0.12079192698001862 0.4839229881763458 1.2755355834960938 0 0 
8597-12705 225.971442494 48.5761094845 1-246944 -0.4964372515678406 -0.49792301654815674 22.183380126953125 0 0 
8597-1902 223.391244075 48.6987897054 1-198125 0.2504158318042755 0.613406777381897 0.3729003071784973 0 0 
8597-12703 225.388973978 49.1124291187 1-246549 0.055809397250413895 0.3808205723762512 1.544593334197998 0 0 
8597-12701 224.109494037 48.0097381254 1-198373 -0.42665061354637146 -0.6273342967033386 7.049854755401611 0 0 
8597-3702 224.56089 48.48371 1-198387 -0.5000650882720947 -0.7794890999794006 12.611903190612793 0 0 
8597-1901 225.941781342 49.5258812712 1-246517 -0.44702696800231934 -0.18702031672000885 20.025428771972656 0 0 
8597-12702 224.289078875 48.6339685087 1-198153 0.17367321252822876 0.37300679087638855 3.2293241024017334 0 0 
8597-6104 226.262712899 48.0770491966 1-198519 -0.6537391543388367 -0.05907195061445236 42.20507049560547 0 0 
8597-6103 226.247573445 48.6466258595 1-246947 -0.48548704385757446 -0.8085019588470459 30.837194442749023 0 0 
8597-9102 225.199638673 48.6075536115 1-198196 -0.4792630672454834 -0.5368701219558716 26.130390167236328 0 0 
8597-12704 225.605699594 48.877687421 1-246525 0.14331403374671936 0.4622136950492859 0.6088961362838745 0 0 
8950-1901 194.819512903 27.1061297863 1-456687 -0.34035536646842957 -0.548424243927002 22.580440521240234 0 0 
8950-12705 194.733135283 27.8334449764 1-456915 -0.09451562911272049 -0.06959076225757599 3.756898880004883 0 0 
