# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
9194-12701 46.5605185087 -0.344391889546 1-37400 -0.4349782466888428 -0.21757273375988007 45.499755859375 0 0 
9194-12702 46.37337 -0.38194 1-289729 -0.7057979702949524 0.06102130934596062 25.051738739013672 0 0 
9194-12703 47.1942785726 -0.733117363745 1-603974 0.07910291105508804 0.2312246710062027 0.9199763536453247 0 0 
9194-6103 47.1429889739 0.55093690996 1-37633 0.11435021460056305 0.30766502022743225 3.4273996353149414 0 0 
9194-6101 46.7170694138 -0.896544995426 1-37336 -0.368899405002594 -0.22545656561851501 14.350086212158203 0 0 
9194-6102 46.0024519126 -0.760340598224 1-547747 -0.15396922826766968 0.27383702993392944 2.4180476665496826 0 0 
9674-9101 56.578992 68.088103 51-28 -0.5678683519363403 -0.6423672437667847 42.904273986816406 0 0 
9674-9102 56.772558 68.052639 51-29 -0.4697873890399933 -1.007486343383789 43.055843353271484 0 0 
9674-12705 56.663454 68.048611 51-34 -0.48252537846565247 -0.8053685426712036 47.28003692626953 0 0 
9674-12701 56.833408 68.114731 51-30 -0.4631059765815735 -0.41026878356933594 25.500755310058594 0 0 
9674-12703 56.702338 68.104692 51-32 -0.08152516931295395 0.15625658631324768 2.8918955326080322 0 0 
9674-12702 56.738133 68.145836 51-31 -0.522013247013092 -1.0467829704284668 43.84134292602539 0 0 
9674-12704 56.585283 68.127642 51-33 -0.4409966468811035 -0.3584885597229004 32.78438186645508 0 0 
9491-12704 119.535738941 19.5501458348 1-382809 -0.46589869260787964 -0.7341578602790833 31.16311264038086 0 0 
9491-3704 120.565821815 18.4022945386 1-383107 0.08803406357765198 0.40088197588920593 0.4870113730430603 0 0 
9491-3702 118.904235852 19.1550346256 1-382860 -0.5031663775444031 -0.15877196192741394 37.09711456298828 0 0 
9491-12703 118.859666758 18.9755450907 1-382465 -0.45917466282844543 -0.1338658332824707 13.69188117980957 0 0 
9491-6101 119.174377409 17.9911684239 1-382712 -0.3507939279079437 -0.36907321214675903 37.08156967163086 0 0 
9491-6102 119.930431029 18.4677328788 1-382818 -0.05280613526701927 0.36353084444999695 2.821021795272827 0 0 
9491-12702 119.913707941 18.5185099008 1-382816 -0.43479442596435547 -0.36728420853614807 11.883454322814941 0 0 
9491-9102 120.679260621 18.6319336183 1-382736 -0.664211630821228 -0.041321948170661926 23.092832565307617 0 0 
9491-6103 119.328811397 18.7906755411 1-382848 -0.8037861585617065 0.1541702002286911 27.131954193115234 0 0 
9491-3703 120.404052856 18.8851684429 1-383214 -0.17207485437393188 -0.22678661346435547 5.282328128814697 0 0 
9491-9101 119.076876372 18.5059504563 1-382505 -0.5207086205482483 -0.36842119693756104 24.625438690185547 0 0 
9491-3701 119.106581421 17.9740538756 1-382711 -0.4837300777435303 -0.2242625206708908 22.01169204711914 0 0 
9491-12701 119.944238587 18.4017932251 1-382817 0.21282173693180084 0.4778745174407959 1.3742841482162476 0 0 
9491-1902 120.042240125 19.2343332001 1-382793 -0.38818034529685974 -0.42902660369873047 8.25300121307373 0 0 
9492-6101 117.300550626 17.5661640893 1-382326 0.0035545709542930126 0.4657931923866272 1.0765559673309326 0 0 
9492-12705 117.59546 17.64534 1-382322 -0.21685993671417236 -0.29713231325149536 3.7604846954345703 0 0 
9492-6102 117.066194229 17.6021625282 1-382349 -0.35246536135673523 -0.5480642318725586 7.386968612670898 0 0 
9492-12703 117.83073714 19.59454415 1-298089 -0.3851171135902405 -0.3930864632129669 13.960504531860352 0 0 
9492-12702 117.42263 18.8618 1-297860 -0.17857523262500763 0.0521061047911644 1.9709481000900269 0 0 
9492-9102 118.213683676 17.5600189237 1-382306 -0.4668416976928711 -0.2597079277038574 21.46784210205078 0 0 
9492-12704 118.169874556 18.3745632551 1-382459 0.013654941692948341 0.023982226848602295 1.0647985935211182 0 0 
9492-6103 116.551788207 18.7103693162 1-297950 -0.40138810873031616 -0.597692608833313 12.897063255310059 0 0 
9492-12701 117.216794454 17.3562665374 1-382648 -0.45201051235198975 -0.6519878506660461 13.118029594421387 0 0 
9492-3702 116.76927177 18.590630627 1-297924 0.14655061066150665 0.5627227425575256 0.7123899459838867 0 0 
9492-3703 117.074570933 18.9592212143 1-297910 0.08696748316287994 0.4086771011352539 0.6771088242530823 0 0 
9675-9101 56.501667 68.146519 51-45 -0.42475712299346924 -0.4516047239303589 109.05908966064453 0 0 
9675-12701 56.765213 68.132114 51-47 -0.38167256116867065 -0.8049980998039246 262.6170959472656 0 0 
9675-12703 56.702338 68.096625 51-49 -0.3641009032726288 -0.9276076555252075 65.85083770751953 0 0 
9675-12702 56.666525 68.159147 51-48 -0.4793532192707062 -0.6981213092803955 52.462005615234375 0 0 
9675-12704 56.673158 68.060717 51-50 -0.16856732964515686 0.162103071808815 6.8124918937683105 0 0 
9675-12705 56.642996 68.023192 51-51 -0.5032371878623962 -1.040128231048584 127.80535125732422 0 0 
9184-3701 119.222008851 32.3455937769 1-153077 0.022197464480996132 0.31613633036613464 1.6246246099472046 0 0 
9184-1902 119.26794553 33.0890110814 1-153248 0.0893692672252655 0.24866551160812378 0.31073275208473206 0 0 
9184-1901 119.391336001 33.1214510849 1-153224 -0.5955575108528137 0.04230192303657532 12.172920227050781 0 0 
9184-6104 120.615239824 30.8838276438 1-201816 -0.33580854535102844 -0.43559321761131287 9.506162643432617 0 0 
9184-12705 119.500220145 30.7955819139 1-201875 -0.26862794160842896 -0.1339695155620575 3.012819290161133 0 0 
9184-3703 119.365308277 33.2579353993 1-153247 -0.5001999139785767 -0.03487204760313034 6.018773555755615 0 0 
9184-12701 119.799041719 31.8078742908 1-201913 0.11197005212306976 0.4811888337135315 1.1014286279678345 0 0 
9184-6103 119.809720752 31.7334129507 1-201915 -0.16308197379112244 -0.07346787303686142 4.928182601928711 0 0 
9184-3704 119.994793689 31.893324138 1-201922 -0.3041831851005554 -0.5922648310661316 43.16230010986328 0 0 
9184-9101 120.326708256 31.435694019 1-201938 0.33366894721984863 0.19977936148643494 0.32798290252685547 0 0 
9184-9102 119.858847863 32.9690705321 1-153207 -0.5717983841896057 -0.2967466711997986 42.39009094238281 0 0 
9184-12704 119.738336353 32.6122499726 1-153103 0.16198879480361938 0.7567421793937683 0.516425609588623 0 0 
9184-6102 120.869930553 31.4830589776 1-201973 0.05741780996322632 0.20591649413108826 1.424551248550415 0 0 
9184-6101 119.907231966 30.5164364365 1-201822 -0.30881989002227783 -0.40593862533569336 9.547933578491211 0 0 
9184-12702 119.323870662 31.4701909633 1-201916 -0.9204369783401489 0.1742832213640213 23.734102249145508 0 0 
9184-12703 118.584900499 32.774615736 1-153018 -0.8485574722290039 0.19507022202014923 35.8736457824707 0 0 
9486-12705 123.30134025 40.4195406192 1-122412 -0.1721472591161728 0.238398939371109 2.8834481239318848 0 0 
9486-12704 122.480583308 40.4676631894 1-72393 -0.5665894150733948 -0.10649026185274124 16.40469741821289 0 0 
9486-9102 122.208067159 41.0106134314 1-72382 -0.48285138607025146 -0.10189423710107803 35.259803771972656 0 0 
9486-6102 122.380643684 39.801879834 1-122361 0.051547467708587646 0.4997047185897827 1.8050457239151 0 0 
9486-1901 122.126792949 39.8931116326 1-122333 -0.4525148570537567 -0.15911492705345154 3.3762412071228027 0 0 
9486-12703 123.087441795 40.6074306527 1-122364 -0.7247037887573242 0.13217811286449432 19.650983810424805 0 0 
9486-12702 121.129595233 40.2060448107 1-72207 -0.2513192296028137 -0.6350767016410828 24.299015045166016 0 0 
9486-3704 122.052016901 39.6603945468 1-72128 -0.04278014600276947 0.18098340928554535 1.2424310445785522 0 0 
9486-9101 120.79920551 39.8857713679 1-548636 0.05344204232096672 0.3966710865497589 2.7641234397888184 0 0 
9486-3701 122.002816483 39.162972817 1-548633 -0.6984414458274841 0.05153261497616768 49.99137496948242 0 0 
9486-3702 121.955330984 40.0998543015 1-72169 -0.5600973963737488 -0.26450929045677185 35.095699310302734 0 0 
9486-12701 121.678266567 39.0902156651 1-122088 -0.40904662013053894 -0.6048119068145752 7.473764896392822 0 0 
9486-3703 121.807870048 40.2496203549 1-72193 -0.4104888141155243 -0.525090754032135 31.073402404785156 0 0 
9497-12703 118.64175884 20.0618811624 1-556805 0.14563892781734467 -0.009052226319909096 0.8383581638336182 0 0 
9497-9101 116.57006 20.75229 1-229538 -0.8142818212509155 0.2830466032028198 79.64360046386719 0 0 
9497-12705 118.074345115 19.5950803976 1-298111 -0.12951965630054474 0.8244640231132507 47.211727142333984 0 0 
9497-12702 118.226710583 20.6628789275 1-298206 -0.4859626889228821 -0.11623663455247879 8.251294136047363 0 0 
9497-9102 117.290420747 20.1376554735 1-229470 -0.13085374236106873 -0.0036943841259926558 3.475010395050049 0 0 
9497-12704 118.373688506 21.2645386192 1-229665 -0.5752321481704712 -0.17738236486911774 28.244314193725586 0 0 
9497-12701 117.667900971 21.2322212035 1-229567 -0.36381202936172485 -0.4555363059043884 8.62915325164795 0 0 
9497-3703 117.995883207 21.7087816223 1-229673 -0.31837010383605957 -0.39387401938438416 25.39837074279785 0 0 
9497-3702 117.206602146 21.7326115252 1-217537 -0.44428086280822754 -0.4465937912464142 22.677814483642578 0 0 
9497-1901 117.375206751 21.7527896599 1-217527 -0.7171155214309692 0.13967664539813995 39.63233947753906 0 0 
9497-3701 117.803698308 19.5784472556 1-298090 -0.45182061195373535 -0.5296640396118164 25.470481872558594 0 0 
9487-6102 122.06549898 45.2849968794 1-45131 -0.6133449077606201 0.30041268467903137 15.132284164428711 0 0 
9487-12704 123.686398283 46.4149752823 1-45581 -0.3619953989982605 -0.35653427243232727 55.02479934692383 0 0 
9487-6101 122.223653011 44.9384203599 1-45020 -0.4485813081264496 -0.5500305891036987 23.852802276611328 0 0 
9487-6104 124.120619234 45.6377455069 1-45593 -0.4666294753551483 -0.3762964606285095 20.589162826538086 0 0 
9487-6103 121.571389266 45.778643568 1-45089 -0.8588768839836121 0.3145914077758789 55.66118621826172 0 0 
9487-3704 123.662048361 44.3946431156 1-44974 -0.605350136756897 -0.1758059561252594 44.400306701660156 0 0 
9487-9101 123.571196537 46.0103315294 1-45179 0.14624269306659698 0.5706604719161987 0.730520486831665 0 0 
9487-12703 125.088545586 45.5343625258 1-45529 -0.41132164001464844 -0.6022343635559082 28.249160766601562 0 0 
9487-3703 124.813750999 45.2987564264 1-45539 -0.4808463156223297 -0.20398841798305511 68.70509338378906 0 0 
9487-9102 123.820325773 46.0752533433 1-574504 -0.1874864399433136 0.02500155009329319 56.110679626464844 0 0 
9487-12702 122.791070381 45.6635696229 1-45151 -0.6234127879142761 0.015231761150062084 14.207301139831543 0 0 
9487-12701 122.522873301 46.1930252145 1-44618 -0.33816593885421753 -0.47129032015800476 9.56374454498291 0 0 
9505-9102 140.108891955 27.4981944096 1-387014 -0.717761754989624 0.061086174100637436 27.37967300415039 0 0 
9505-9101 138.58276 29.54567 1-605709 -0.35475704073905945 -0.41996705532073975 4.334763526916504 0 0 
9505-12701 138.844792279 27.2866441561 1-387106 -0.03757407143712044 0.11905976384878159 1.6305568218231201 0 0 
9505-12702 138.264982826 28.6355067914 1-386735 -0.4701436460018158 -0.2273157238960266 6.503379821777344 0 0 
9505-3703 139.713340536 27.6123593932 1-387066 -0.4801619052886963 -0.5894514918327332 8.962316513061523 0 0 
9505-12705 139.235964535 26.8437800717 1-387086 -0.47812244296073914 -0.45017001032829285 10.297462463378906 0 0 
9505-12703 140.040319545 27.2888540219 1-387016 -0.13895174860954285 -0.1299683004617691 5.3544440269470215 0 0 
9505-3702 138.321183559 29.1168384521 1-387140 -0.7019273638725281 0.05420062318444252 22.764881134033203 0 0 
9505-12704 139.078120222 28.8890738652 1-387161 -0.5383042097091675 -0.44205597043037415 23.26310920715332 0 0 
9505-3701 139.139354786 26.799500781 1-413676 0.00988439004868269 0.41944634914398193 1.083066463470459 0 0 
9505-6104 138.796524431 29.2521950094 1-387155 -0.6423182487487793 -0.09357151389122009 52.97377014160156 0 0 
9505-1901 139.171289037 29.3394923014 1-386727 0.16153398156166077 0.40109631419181824 0.6778966784477234 0 0 
9505-6103 138.101689671 29.0034030132 1-567284 0.2754768133163452 0.5510813593864441 1.260197401046753 0 0 
9505-6102 139.177873123 28.0542327591 1-387081 -0.4367830157279968 -0.3498634099960327 25.35738754272461 0 0 
8989-1902 176.787116029 50.9997116142 1-150254 -0.1663731038570404 -0.5410275459289551 14.828031539916992 0 0 
8989-3701 176.954356758 50.4053502186 1-174979 -0.03684573620557785 0.3846959173679352 1.1198002099990845 0 0 
8989-6104 178.462462226 51.0311970644 1-175200 -0.3627501130104065 -0.4788191318511963 5.510410785675049 0 0 
8989-3702 176.811422658 50.5016676379 1-174982 -0.7160776853561401 -0.18953074514865875 7.543997764587402 0 0 
8989-1901 176.08426433 51.0193303344 1-149758 -0.4686795473098755 -0.6096543073654175 33.17021179199219 0 0 
8989-6102 175.556856086 50.6815002144 1-174904 -1.0690768957138062 0.419948548078537 38.680233001708984 0 0 
8989-3704 176.59252554 49.8893009866 1-174966 -0.6512764096260071 0.0015881478320807219 19.864704132080078 0 0 
8989-12701 176.326906753 49.649766383 1-174952 -0.2698020040988922 0.02241581678390503 6.944005966186523 0 0 
8989-6101 177.739802604 50.6195749965 1-175187 -0.4631074070930481 -0.517038106918335 17.832931518554688 0 0 
8989-9101 176.35873382 49.8790405576 1-174947 0.014546350575983524 0.7525380849838257 0.9502082467079163 0 0 
8989-12705 177.647168816 50.5793467796 1-175185 -0.2098158448934555 0.03958085551857948 1.3770631551742554 0 0 
8989-9102 177.524356507 50.4674415773 1-175184 -0.31383460760116577 -0.5444926619529724 16.928869247436523 0 0 
8989-12702 176.86896249 50.4313716476 1-175169 -0.468324214220047 -0.3942793607711792 12.320878982543945 0 0 
8991-12704 177.652146693 52.9284849415 1-150387 -0.3561743199825287 -0.049761246889829636 20.844369888305664 0 0 
8991-12705 176.940672412 51.0841798067 1-150245 -0.40595173835754395 -0.5964458584785461 14.315728187561035 0 0 
8991-6104 178.025946425 53.3112227907 1-576162 -0.4269402027130127 -0.6307621598243713 35.263187408447266 0 0 
8991-6101 178.048750543 51.989659304 1-150173 -0.3846273124217987 -0.4557954668998718 14.402983665466309 0 0 
8991-6103 176.129687468 53.6827216477 1-188177 -0.07641252875328064 0.5321826934814453 1.3976200819015503 0 0 
8991-3703 176.022990288 52.8580410347 1-150302 -0.6711851358413696 -0.021149180829524994 18.06877899169922 0 0 
8991-3701 174.22898196 52.074745143 1-149720 -0.12204910814762115 0.22565574944019318 1.3291569948196411 0 0 
8991-12703 178.337530833 52.3453063957 1-150394 -0.4607051908969879 -0.7391104698181152 19.557771682739258 0 0 
8991-3704 175.822327233 52.7607282198 1-149989 -0.6439311504364014 0.09317382425069809 6.512781620025635 0 0 
8991-9102 178.377423705 52.6894508496 1-150397 0.24973522126674652 0.7926363945007324 0.9373902082443237 0 0 
8991-12701 175.402722248 51.8627179839 1-150286 -0.4521522521972656 -0.3315659761428833 7.145952224731445 0 0 
8991-9101 176.83434 52.48843 1-150337 -0.5368160009384155 -0.17023225128650665 44.17081832885742 0 0 
8443-1902 208.522520945 24.9666273788 1-424438 0.1887754201889038 0.6789926290512085 0.7288795709609985 0 0 
8443-12704 207.468927556 25.190877982 1-422933 0.2093242108821869 0.18179753422737122 0.5772873163223267 0 0 
8443-9102 207.142413876 24.8915949163 1-422974 -0.4080313742160797 -0.09831568598747253 8.500631332397461 0 0 
8443-12705 208.592091639 25.1530840333 1-424415 -0.22514228522777557 -0.13893723487854004 2.1882565021514893 0 0 
8443-12702 206.972769752 25.5670000174 1-568615 -0.3975871801376343 -0.5687985420227051 8.040526390075684 0 0 
8443-3702 207.067074342 25.7334869762 1-423101 -0.2307371199131012 -0.2583407163619995 4.058824062347412 0 0 
8443-6102 207.061565491 24.7777196101 1-422969 0.0934843122959137 0.702523410320282 0.6444608569145203 0 0 
8443-12701 207.326358419 24.0968478145 1-592100 -1.029275894165039 1.1588318347930908 0.0 0 0 
8443-3701 207.074291887 25.1238885413 1-422976 0.23115260899066925 0.9589709043502808 0.8681609630584717 0 0 
8443-12703 208.260195394 24.5601927813 1-422823 -0.01424271147698164 0.294164776802063 1.320352554321289 0 0 
8443-6103 206.769038498 24.9964830166 1-627397 -0.3090006709098816 -0.4071030616760254 8.0700044631958 0 0 
8443-3704 207.583860798 24.9359394591 1-422911 -0.5152044296264648 -0.3434692621231079 35.609046936035156 0 0 
8443-9101 206.016983541 25.6635132875 1-592031 -0.28249841928482056 -0.20316287875175476 7.767636299133301 0 0 
8443-6104 208.388300224 24.8752389123 1-627945 0.2491653561592102 0.7209510207176208 0.785817563533783 0 0 
8443-6101 207.628850166 24.9766234294 1-592128 0.05275137722492218 0.5389696359634399 1.4078550338745117 0 0 
8935-12703 194.575985397 29.1287943302 1-623447 -0.329698383808136 -0.2876293659210205 7.839824676513672 0 0 
8935-3703 194.562780614 28.5217767152 1-404265 -0.6587446331977844 -0.12429200112819672 22.485151290893555 0 0 
8935-12704 196.973161414 28.3831807063 1-403664 -0.4469761252403259 -0.4222044348716736 10.85171127319336 0 0 
8935-6104 195.532908091 27.6483139087 1-457196 -0.4010637104511261 -0.6871051788330078 44.14054489135742 0 0 
8935-1901 195.942816887 27.9869307718 1-457177 0.13715817034244537 0.16623997688293457 0.2542192339897156 0 0 
8984-6103 202.48076901 28.5195551457 1-395601 -0.39964959025382996 -0.569857656955719 12.49831485748291 0 0 
8984-3704 203.550636109 27.0031738715 1-458127 0.04188612848520279 0.21942546963691711 2.036379337310791 0 0 
8984-6101 202.322083229 26.7884519482 1-458033 -0.5239239931106567 -0.2094978243112564 27.02440071105957 0 0 
8984-12704 203.937687741 27.8676047844 1-395533 -0.24891406297683716 -0.5861503481864929 44.02676773071289 0 0 
8984-12705 204.353484976 27.4192185178 1-458137 0.07330796122550964 0.2928391695022583 2.192201852798462 0 0 
8984-12702 203.595697436 27.4613412409 1-458124 -0.6614335179328918 0.014448950067162514 18.34164047241211 0 0 
8984-12701 201.733433101 28.5609112714 1-395643 -0.6230693459510803 -0.15657171607017517 17.125673294067383 0 0 
8984-12703 203.93243 27.40942 1-626689 -0.38950878381729126 -0.4916177988052368 8.441350936889648 0 0 
