# the selected AGNs
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
9507-12705 129.520694425 25.3295052986 1-585206 -0.03933993726968765 1.0376760959625244 7.451788425445557 0 0 
9508-12704 127.105953892 26.3973701601 1-298938 -0.07524764537811279 0.36897701025009155 13.915372848510742 0 0 
9508-3704 127.107818258 25.0146350066 1-298778 0.173992320895195 1.0239472389221191 4.042873382568359 0 0 
9024-12705 223.867459205 32.8400281225 1-314409 0.08874296396970749 0.1903059184551239 15.505873680114746 0 0 
9488-3702 126.216410759 20.9912164628 1-384124 -0.02684830315411091 0.6246264576911926 3.628081798553467 0 0.8 
9502-12703 129.545574407 24.8952945876 1-385099 0.26170843839645386 1.0049949884414673 20.789079666137695 0 0 
8990-12705 173.537567139 49.2545623779 1-174631 -0.2910514771938324 0.9812562465667725 14.36407470703125 0 0 
8990-9101 173.933151315 49.0376492526 1-174390 -0.03573676943778992 0.3023587167263031 5.336465358734131 0 1.0 
8442-9102 200.222837131 32.1907607473 1-625513 -0.13239552080631256 0.7542478442192078 14.351638793945312 0 0 
9048-1902 246.255977023 24.2631556488 1-295542 -0.17170436680316925 0.4011845290660858 36.97080993652344 0 0 
9095-12701 241.913639345 23.4168660273 1-376413 -0.06359804421663284 0.3184903860092163 7.879652500152588 0 0 
9196-12703 262.399282723 54.4944236725 1-24660 0.016298286616802216 0.5256878733634949 12.811168670654297 0 0 
9881-1901 204.806912689 24.8930759381 1-458316 -0.14791318774223328 0.3886098563671112 6.907873630523682 0 0 
